drug_id,drug_name,drug_smiles
D0X9FO,KC-399,C1=CC2=C(C=C1[N+](=O)[O-])C(=CC(O2)(CF)CF)C(=S)NCCC#N
D0R4OD,Anti-IFN gamma,
D0E6AH,Bryostatin-1,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O
D08VJI,F-14413,
D0B3ZF,ORM-12741,CC1(CCCN2C1C3=C(CC2)C4=CC=CC=C4O3)COC
D04RDT,CEP-431,
D00DRL,MK-2461,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)NS(=O)(=O)N(C)CC5COCCO5)N=C2
D0IZ8X,BPN14770,C1=CC(=CC(=C1)Cl)C2=NC(=CC(=C2)CC3=CC=C(C=C3)CC(=O)O)C(F)(F)F
D05XEA,RP5063,
D00MBY,AAD-2004,C1=CC(=CC=C1CCNC2=CC(=C(C=C2)O)C(=O)O)C(F)(F)F
D09WZU,BCI-838,
D0N5CW,Oleoyl-estrone,CCCCCCCCC=CCCCCCCCC(=O)OC1=CC2=C(C=C1)C3CCC4(C(C3CC2)CCC4=O)C
D0T3DG,BCI-632,C1C2C(C2(C(=O)O)F)C(C1OCC3=CC(=C(C=C3)Cl)Cl)(C(=O)O)N
DSK7I5,MP-101,
D05VAE,Posiphen R-phenserine,
D03NLQ,ABT-957,
D0G5ZE,MDL-28170,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2
D04NCC,PMID28350212-Compound-18,
D09UJB,PMID28350212-Compound-19,
D0I9VU,PMID28350212-Compound-20,
D06STX,Thiadiazolyl carboxamide derivative 1,CCN(C1=NN=C(S1)C2=CC=C(C=C2)C(C)(C)C)C(=O)C3=CN=CC=C3
D0C2OR,MIM-D3,C1COC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC(C(=O)NC(C(=O)NC1C(=O)NCC(=O)O)CCCCN)CCC(=O)O
D0I0YS,TTP-4000,
D0MW7B,PF-4494700,CCCCC1=NC(=CN1C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OCCCN(CC)CC
D0PU9C,TTP-448,
D06FKC,Eltoprazine,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3
D06UWF,SOR-C13,CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)N3CCCC3C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)N
D02VHE,A-72055,
D0R7EA,"methyl 5-[(4-tert-butylbenzoyl)amino]-2H-1,2,4-triazole-3-carboxylate",CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=NNC(=N2)C(=O)OC
D00CVJ,Neu-P11,COC1=CC2=C(C=C1)NC=C2CCNC(=O)C3=CC(=O)C=CO3
D8NY3J,Guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
D05EKM,FR-121196,CC(=O)N1CCN(CC1)NS(=O)(=O)C2=CC=C(C=C2)F
D0E8HA,T-817MA,C1C(CN1CCCOCCC2=CC3=C(C=C2)SC=C3)O.C(=CC(=O)O)C(=O)O
D05TKW,alpha-ketothiazole analogue 36,CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)C1=NC=CS1)NC(=O)C(CCCNC(=O)N)NC(=O)NC(C)C2=CC=C(C=C2)Br
D01NDF,AVN 101,
D07RQR,SYN-120,
D0G1YA,PF-05212377,
D0J7EP,AVN 397,
D0L8IO,AVN 322,
D0R9HI,SB-742457,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4
D0V4ZQ,SAM-531,CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43
D0X9HF,ABT-354,
D0Z0GX,SUVN-502,CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br
DWD06K,AVN-322,CNC1=NN2C3=C(CN(CC3)C)C=NC2=C1S(=O)(=O)C4=CC=CC=C4.Cl
D5NAL9,Vafidemstat,C1C(C1NCC2=NN=C(O2)N)C3=CC=C(C=C3)OCC4=CC=CC=C4
DL50ZE,ORY-2001,C1C(C1NCC2=NN=C(O2)N)C3=CC=C(C=C3)OCC4=CC=CC=C4
D0C6TL,Leptin,
D0A9IY,PF-4447943,CC1CN(CC1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5
D0S0FD,E2027,
D0W7UN,BI-409306,C1COCCC1N2C3=C(C=N2)C(=O)NC(=N3)CC4=CC=CC=N4
DH6G1L,APH-1105,
DM95PZ,ID1201,
DNH51Q,APH-1104,
D0V9MT,PU-AD,
D02AOD,HF-0220,CC12CCC(CC1CC(C3C2CCC4(C3CCC4=O)C)O)O
D2KV0F,BIIB113,
DS70NZ,ASN51,
DVY0C6,LY3372689,CC1CC(CCN1CC2=C(N=C(S2)NC(=O)C)F)OCC3=NOC(=N3)C
D09TAB,Pexidartinib,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
D6UEI3,LX1001,
D0K8NR,AMG 386,[Na]
D0AZ5V,L-698544,C1C(C(=O)NC2=C1C=CC(=C2)Cl)[N+](=O)[O-]
D8W0NQ,ALN-APP,
D06GRK,ARC029,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
D09TXO,humanin,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CO)NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C3CCCN3C(=O)C(C)NC(=O)C(CCSC)N
D0O3TC,FK-962,CC(=O)C1CCC(CC1)NC(=O)C2=CC=C(C=C2)F
D0CH7C,Basmisanil,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4
D07ESH,PF-1913539,C1=CC=C(C=C1)CCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5
D0Z6IB,AVP-786,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
D01YGY,UC-1011,
D02UIE,ZK-91296,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OCC4=CC=CC=C4
D05IVZ,RU-33965,CN1CC2=C(N=CN2C3=CC=CC=C3C1=O)C(=O)C4CC4
D0P3IE,ZK-93426,CCOC(=O)C1=NC=C2C(=C1C)C3=C(N2)C=CC=C3OC(C)C
D04SIU,MCD-386,
D06ODM,Talsaclidine fumarate,C#CCOC1CN2CCC1CC2.C(=CC(=O)O)C(=O)O
D09AOO,ANAVEX 2-73,CN(C)CC1CCOC1(C2=CC=CC=C2)C3=CC=CC=C3.Cl
D09BBA,TAK-071,CC1=C(C2=C(C=C1CC3=CC=C(C=C3)N4C=CC=N4)C(=O)N(C2)C5COCCC5O)F
D0X8MZ,Alvameline,CCN1N=C(N=N1)C2=CCCN(C2)C
D02UQU,ABS-301,
D03DFY,NP-7557,
D04UKJ,NP-61,
D05UXU,INM-176,
D06XWB,Huperzine A,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
D06ZAM,MF268,CC1CN(CC(O1)C)CCCCCCCCNC=O
D07CIN,(-)-Phenserine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C
D09IUG,F-3796,
D0AM8W,Zanapezil,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4
D0C3UC,Ladostigil,CCN(C)C(=O)OC1=CC2=C(CCC2NCC#C)C=C1
D0E6YQ,Tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
D0J4GQ,FR-152558,
D0K0XG,MF-8615,
D0M2GI,CI-1002,C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl
D0NS6H,Donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
D0O5GK,R-phenserine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C
D0R9VR,Galantamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
D0TK0W,Ro-46-5934,
D0V7FG,SPH-1285,
D0W3BA,Methanesulfonyl fluoride,CS(=O)(=O)F
D0WI9W,CPC-250,
D0WY5Q,Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
D0X1XK,CPC-212,
D67DST,AD-35,C1CN(CCC1CCN2C(=O)C3=CC4=C(C=C3C25CC5)OCO4)CC6=CC=CC=N6
D0M1IN,acelarin,CC(C(=O)OCC1=CC=CC=C1)NP(=O)(OCC2C(C(C(O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4
DDI6B0,Nuplazid,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C.CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C.C(C(C(=O)O)O)(C(=O)O)O
D3X2TH,TPI-287,CC1=C2C(C3C4(C(CC5C(C4C(C(C2(C)C)(CC1OC(=O)C(C(CC(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO5)OC(=O)C)OC(O3)C=C)C)OC(=O)C
D0A9VO,GYKI-52466,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
D08XOY,ABT-126,C1C2CC3CN(C2)CC1C3OC4=NN=C(S4)C5=CC=CC=C5
D0D3TX,EVP-6124,C1CN2CCC1C(C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl
D0H1AY,AQW-051,CC1=CC=C(C=C1)C2=NC=C(C=C2)OC3CN4CCC3CC4
D0Q9RR,AZD0328,C1CN2CCC1C3(C2)CC4=C(O3)N=CC=C4
D0VE4O,EVP-4473,
D0X2NB,AZD-6319,
D38LQO,MW150,CN1CCN(CC1)C2=NN=C(C(=C2)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4
D7A5LO,NLY01,
D96UBZ,Semorinemab,
D0ZT8A,T3D-959,
D53BEH,T3D959,
DK3WQ5,NTRX-07,
D1OM8E,AR1001,CNCC1=CC=CC=C1
D5QKY2,AL003,
D00BUR,ICA-17043,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)C(=O)N
D0N7WW,RVX-208,CC1=CC(=CC(=C1OCCO)C)C2=NC(=O)C3=C(N2)C=C(C=C3OC)OC
DCZ16N,SD1002,
DM69TL,Z-Phe-Ala-diazomethylketone,CC(C(=O)C=[N+]=[N-])NC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2
DSM03D,SD1003,
D00EHX,TT-301,C1CN(CCN1C2=NN=C(C=C2C3=CC=NC=C3)C4=CC=CC=C4)C5=NC=CC=N5
DN48GC,DNL919,
DYT9B4,AL002,
D0JI2E,Aleplasinin,CC1=CC(=CC=C1)C2=CC3=C(C=C2)N(C=C3C(=O)C(=O)O)CC4=CC=C(C=C4)C(C)(C)C
D00GXL,PBT-2,CN(C)CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
D01EJG,RG6100,
D02DZK,LY3303560,
D02IJA,Tau-binding PET tracer,C1=CC2=C(C=C1C3=CN=C(C=C3)F)NC4=C2C=NC=C4
D0I8FS,BIIB092,
D0P8YJ,PTI-80,
D0V1FF,Davunetide,
D5FSV8,TRx0237,CN(C)C1=CC2=C(C=C1)NC3=C(S2)C=C(C=C3)N(C)C.Br.Br
DFM7X6,BEY2153,
DJH56Z,JNJ63733657,
DK6BL5,Bepranemab,
DMSL68,PRX-005,
DO31MK,APNmAb005,
DPU26Z,Lu AF87908,
DQ02VJ,E2814,
D0FX8N,CT1812,CC(C)(C)OC1=C(C=CC(=C1)CCC(C)(C)N2CC3=C(C2)C=C(C=C3)S(=O)(=O)C)O
D0G7HO,NS-649,COC1=CC(=C(C=C1)OC)N2C3=C(C=C(C=C3)C(F)(F)F)N=C2N
D02JNY,BIBN-140,CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=CC=CC=C42
D07IZF,Sch-57790,COC1=CC=C(C=C1)S(=O)C2=CC=C(C=C2)C(C#N)N3CCN(CC3)C4CCCCC4
D0R1VL,BIBN-99,CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC1)CC(=O)N2C3=C(C=C(C=C3)Cl)C(=O)NC4=C2N=CC=C4
D0T0UC,ANAVEX 1-41,CN(C)CC1CC(OC1)(C2=CC=CC=C2)C3=CC=CC=C3
D06EXI,FGLL,
D09NAF,AV 133,
D02XJJ,LM11A-31,
D0L8TN,BU-4514N,CC1CCC2C(C1)C=C(C(C2(C)C(=C3C(=O)CNC3=O)O)CC(C)OC4CCC(C(O4)C)N)C
D0O7DN,CEP-427,
D82DMK,LM11A-31,CCC(C)C(C(=O)NCCN1CCOCC1)N
D01MHI,Coluracetam,CC1=C(OC2=NC3=C(CCCC3)C(=C12)NC(=O)CN4CCCC4=O)C
D01WBD,Mibampator,CC(C)S(=O)(=O)NCC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CCNS(=O)(=O)C
D0B4EV,IPENOXAZONE,CC(C)CC1C(OC(=O)N1CCCN2CCCCCC2)C3=CC=CC=C3
D0EP5O,NS-377,CCN1CC2=C(C1)C3=C(C=C2C4=CC=CC=C4)C(=O)C(=O)N3
D0G3AR,CX-717,C1COCCN1C(=O)C2=CC3=NON=C3C=C2
D0M0HJ,S-18986,C1CC2NS(=O)(=O)C3=CC=CC=C3N2C1
D0S0VZ,IDRA-21,CC1NC2=C(C=C(C=C2)Cl)S(=O)(=O)N1
D0SP3D,Dihydroergotoxine,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O
D0XM3S,CX-1501,
D0YH9A,TPT-43,
DPYA76,SHR1707,
D02NNV,VX-745,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl
D03SHD,Myo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O
DO37EF,CY6463,C1=CC=C(C(=C1)CC2=NC(=CN3C2=NC=C3)C4=NNC(=N4)C(F)(F)F)F
D07IGC,DSP-8658,
D0K5ER,Rosiglitazone XR,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O
D0K8IX,Thiazolidinedione,C1C(=O)NC(=O)S1
D01HVZ,TD-8954,CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)C(=O)OC
D02YKI,PF-04995274,C1CN(CCC1COC2=NOC3=C2C(=CC=C3)OC4CCOC4)CC5(CCOCC5)O
D05BWH,PRX-3140,
D0M9RI,SUVN-D4010,CC(C)N1C2=CC=CC=C2C(=N1)C3=NN=C(O3)C4CCN(CC4)CCCOC
D0Q5XX,Eicosapentaenoic acid/docosa-hexaenoic acid,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
D02GTY,Tamibarotene,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C
D0E2AF,PMID27998201-Compound-2,
D0KG9M,PMID27998201-Compound-22,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]
D02IQY,Ergoloid mesylate,CCC(C)(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O
D02AIZ,BIL010t,
D07QTG,JNJ-479655,C1COCCC1(CNC(=O)C2=C(N=CC=C2)SC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5
D01MAU,AZD-1446,C1C2CN(CC2CN1)C(=O)C3=CC=C(O3)Cl
D0AB4Q,Ispronicline,CC(C)OC1=CN=CC(=C1)C=CCC(C)NC
D02YXQ,GT-2016,C1CCC(CC1)CCCCC(=O)N2CCC(CC2)C3=CN=CN3
D07YGH,GSK239512,C1CC(C1)N2CCC3=C(CC2)C=C(C=C3)OC4=NC=C(C=C4)N5CCCC5=O
D0B2NV,PMID29334795-Compound-22,
D0I6ZO,AZD-5213,C1CC(C1)N2CCN(CC2)C(=O)C3CC3C4=CC=C(C=C4)C(=O)N
D0N8QK,ABT-288,CN1CC2CCN(C2C1)C3=CC=C(C=C3)C4=CC=C(C=C4)N5C(=O)C=CC=N5
D0O0EX,SAR-110894,
D0XW6Y,S-38093,C1CC2CN(CC2C1)CCCOC3=CC=C(C=C3)C(=O)N
D0OE5S,UE-2343,
DJMK69,Xanamem,C1CC2CC(CC1N2C(=O)C3=CSC(=C3)C4=CNN=C4)(C5=NC=CC=N5)O
D0X2HJ,PTI-125,
D6ETD2,PTI-125,CN1CCC2(CC1)NCC(=O)N2CC3=CC=CC=C3
D0C2HF,GR-253035,
D01JEU,Memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C
D0AY8D,NBXT-001+Nobilis inhalation device,
D0L1UH,ASP-0777,
D3PD8C,AXS-05,
DI54FM,SAGE718,
D0E6KN,GSK2647544,
D09ADT,ABT-418,CC1=NOC(=C1)C2CCCN2C
D07YNH,SAN-61,
D0MC0O,AZD-1080,C1COCCN1CC2=CN=C(C=C2)C3=C(NC4=C3C=C(C=C4)C#N)O
D00ECO,SIB-1553A,CN1CCCC1CCSC2=CC=C(C=C2)O
D01AYX,AZD3293,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2
D04OSA,AZD-3839,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=NC=C4)C(F)F)C5=CN=CN=C5
D04VZS,CTS-21166,
D08MHD,E-2609,CC1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(N=C4)C(F)F)F)N
D08TVI,HPP-854,
D0E3SX,SCH-1359113,CC#CC1=CC(=CN=C1)C2=CSC(=C2)C3(CC(=O)N(C(=N3)N)C)C
D0F8GK,LY2886721,C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N
D0K3WN,DNP-004089,
D0N1BF,LY-2811376,CC1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F
D0O8UB,RG7129,CC1(C(COC(=N1)N)(F)F)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F
D0R4KK,verubecestat,CC1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F
D0T2FP,JNJ-54861911,CC1(C=CSC(=N1)N)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F
D0XD5N,LY3202626,
D0Y0EP,Lanabecestat,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2
D0Q7SO,RS-66252,CCCCN1C2=CC=CC=C2C(=C1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
D0U1US,18F-FEDAA-1106,
D08QWQ,bimatoprost (free acid form),C1C(C(C(C1O)C=CC(CCC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
DW4O2J,J147,CC1=CC(=C(C=C1)N(C(=O)C(F)(F)F)N=CC2=CC(=CC=C2)OC)C
DW7J9D,TB006,
D09GRB,NNC-90-0270,
D0V3CK,IMD-1041,
D02OJC,Xaliproden,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3
D0EH0C,AV-965,
D0H4YD,AMG520,
D05HKB,RS 86,CCN1C(=O)CC2(C1=O)CCN(CC2)C
D01HXA,AUS-131,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
D02PSS,RG1577,
D05RJG,Schiff base compound 1,
D06PHS,EVT302,
D07OLO,Milacemide,CCCCCNCC(=O)N
D0DW5P,Schiff base compound 2,
D0E3JL,SL-25.1188,
D0P1WB,EVT-301,
D02CGY,Bifemelane,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2
D00SWQ,Mitoglitazone,CCC1=CN=C(C=C1)C(=O)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
D06MOY,DM-99,
D0A0MJ,Nerve growth factor,
D0D0GH,NsG-0202,
D0MP1M,CERE-110,
DI9X5U,AAV-hTERT,
D00CZT,Solanezumab,
D00RRU,Aducanumab,
D01BJK,Mimovax,
D01GAZ,123I-DRM-106,C1=CC(=CC=C1C2=CC=NN2)C3=CN4C=C(C=CC4=N3)I
D01QLM,AAB-002,
D01ZSP,AAB-003/PF-05236812,
D02XKK,FRM-0962,
D04QXW,ARC-069,
D04TPS,A-887755,
D04ZTA,ANA-5,
D05ORO,Anti-N3pG-Abeta antibody,
D06BVT,Affitope AD-02,
D06KWU,DWP-09031,
D06LRQ,TKP-1001,
D06MBR,ACI-636,
D06XVR,Lecanemab,
D07DNV,ARN-2966,C1=CC=C(C(=C1)NCC2=CC=CC=N2)O
D07JKA,SEN-1500,C1COCCN1C2=CC(=CC=C2)OC3=CN=C(N=C3)NC4=CC(=C(C=C4)F)C#N
D07VAI,ALZ-801,CC(C)C(C(=O)NCCCS(=O)(=O)O)N
D07YAC,Anticalin,
D07ZDG,EDN-OL1,
D09DLP,Tramiprosate,C(CN)CS(=O)(=O)O
D09MRY,ACU-0101979,
D0A1MX,Bapineuzumab,
D0B4AH,RECALL-VAX,
D0B5EB,Ponezumab,
D0C4WY,SP-08,
D0CH6B,ALZT-OP1,
D0E5CX,Abloid,
D0F5UO,KMS-88009,
D0G4AE,KNX-Monoclonal204,
D0G7LP,Pepticlere,
D0HK7G,DBT-1339,
D0HRC9,ANVS301,
D0I3VT,CAD-106,
D0J5SD,Gamma-secretase modulators,CC1=CN(C=N1)C2=C(C=C(C=C2)C=C3CCC4COCC(N4C3=O)C5=CC(=C(C(=C5)F)F)F)OC
D0K3SV,PF-05236812,
D0K4WW,11A1,
D0N9JB,SAR228810,
D0NR6T,UB-311,
D0Q2XN,Turmeric extracts,
D0Q5VC,BAN-2203,
D0Q6ZQ,ELND-007,C1CC1C2C3=C(C4=CC(=C(C=C4N2S(=O)(=O)C5=CC=C(C=C5)C(F)(F)F)F)F)NN=C3
D0Q7YZ,Gantenerumab,
D0R6UR,ACI-24,
D0R7EQ,Crenezumab,
D0T6KV,GSK933776A,
D0TU1E,EB-101,
D0V0VI,11C-AZD-2184,
D0W0NU,NIC5-15,COC1C(C(C(C(C1O)O)O)O)O
D0X2UK,Affitope AD-01,
D0X4ZL,AN-1792,CCC(C)[NH2+]CC(C1=CC2=C(CCCC2)C=C1)O.[Cl-]
D0Y4TQ,VK-11,
D0Y9ES,AD-0802,
D0Z2GF,NI-101,
D0ZX2D,11C-6-Me-BTA-1,
D1KR3N,GV-971,
D2ZP0A,Donanemab,
D3XP8N,Trontinemab,
D4YD7V,LY3372993,
DCP0I8,ACU193,
DY6DS3,ABBV-916,
D0Y8IS,VP-025,
DD8L0V,Bryostatin-1,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O
D0M9ER,EHT-1864,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl
D0S4YT,Plasminogen,
D9I6QG,NE3107,
D0W9OW,RAP-310,
D0D4HO,GC021109,
DDBY18,Fosgonimeton,CCCCCC(=O)NC(CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)NC(C(C)CC)C(=O)NCCCCCC(=O)N
D6KWF3,NNI362,
D09XQU,Tirapazamine,C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-]
DGH83L,DNL747,
DHD2S9,DNL104,
D09PYZ,MK-3328,CN1C=CC2=CC(=CN=C21)C3=NC4=C(O3)N=C(C=C4)F
D34YLZ,BMS-984923,C1=CC=C(C=C1)C#CC2=CC(=CN=C2)C3C(OC(=O)N3)C4=CC=CC=C4Cl
DB7V3D,BMS984923,
D06FGJ,Protexia,
D09MEV,JES-9501,
D0S1KR,RVT-103+RVT-104,
D00GPQ,Nirogacestat,CCCC(C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)NC2CCC3=C(C2)C(=CC(=C3)F)F
D02HNG,MK-0752,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl
D02JOH,BMS-708163,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
D03MFQ,CHF-5074,C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O
D08XKL,SPI-014,C(=O)([O-])[O-].[O-2].[O-2].[La+3].[La+3]
D09ZVC,Begacestat,C1=C(SC(=C1)Cl)S(=O)(=O)NC(CO)C(C(F)(F)F)C(F)(F)F
D0EV5O,NGP 555,CCC1=CC(=C(C=C1C)C)NC2=NC(=CS2)C3=CC(=C(C=C3)N4C=C(N=C4)C)F
D0F0JJ,E2012,CC1=CN(C=N1)C2=C(C=C(C=C2)C=C3CCCN(C3=O)C(C)C4=CC=C(C=C4)F)OC
D0I1OS,E-2212,CC1=CN(C=N1)C2=C(N=C(C=C2)C=CC3=NN4CCCC(C4=N3)C5=CC=CC=C5C(F)(F)F)OC
D0TQ4Y,PF-06648671,
D0U6FT,GSI-136,CCC(CC)C(CO)NS(=O)(=O)C1=CC=C(S1)Cl
DZ76PB,PF-06648671,CC1=CN(C=N1)C2=CC=C3C(=O)N(CCN3C2=O)C(C)C4CCC(O4)C5=CC(=C(C=C5C(F)(F)F)Cl)F
D0CX2J,R-1315,
D0A2ZX,Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-]
D0J6WV,WRR605,
D01ZHB,Revusiran,
D02UYB,Patisiran,
D0Y9HW,ISIS-TTR,
DJ0E7P,ALN-TTR01,
D07LBQ,GSK2398852,
D0AY1I,GSK-2315698,
D01MML,MLN9708,B1(OC(=O)CC(O1)(CC(=O)O)C(=O)O)C(CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl
D08QDF,Systebryl,C1=CC(=C(C=C1C(=O)NC2=CC(=C(C=C2)O)O)O)O
D02SNJ,SPD602,
