target_id,pathway_name
T86552,NF-kappa B signaling pathway
T86552,Sphingolipid signaling pathway
T86552,Apoptosis
T86552,Osteoclast differentiation
T86552,TNF signaling pathway
T86552,Adipocytokine signaling pathway
T86552,Non-alcoholic fatty liver disease (NAFLD)
T86552,Alzheimer's disease
T86552,Amyotrophic lateral sclerosis (ALS)
T86552,Chagas disease (American trypanosomiasis)
T86552,Toxoplasmosis
T86552,Tuberculosis
T86552,Hepatitis C
T86552,Influenza A
T86552,HTLV-I infection
T86552,Herpes simplex infection
T00895,cGMP-PKG signaling pathway
T00895,Sphingolipid signaling pathway
T00895,Vascular smooth muscle contraction
T00895,Tight junction
T00895,Fc epsilon RI signaling pathway
T00895,Fc gamma R-mediated phagocytosis
T00895,Inflammatory mediator regulation of TRP channels
T00895,Type II diabetes mellitus
T00895,MicroRNAs in cancer
T01777,cGMP-PKG signaling pathway
T01777,Neuroactive ligand-receptor interaction
T01840,
T01973,
T02001,Purine metabolism
T02001,cAMP signaling pathway
T02001,Morphine addiction
T02551,Neuroactive ligand-receptor interaction
T02551,Dopaminergic synapse
T02562,Arachidonic acid metabolism
T02562,Metabolic pathways
T02719,Neuroactive ligand-receptor interaction
T02719,Glutamatergic synapse
T02719,Cocaine addiction
T03644,Alzheimer's disease
T03644,Parkinson's disease
T04902,Protein processing in endoplasmic reticulum
T04902,Apoptosis
T04902,Alzheimer's disease
T05880,
T07173,MAPK signaling pathway
T07173,Endocytosis
T07173,Apoptosis
T07173,Neurotrophin signaling pathway
T07173,Inflammatory mediator regulation of TRP channels
T07173,Pathways in cancer
T07173,Transcriptional misregulation in cancer
T07173,Thyroid cancer
T07173,Central carbon metabolism in cancer
T07303,Ras signaling pathway
T07303,Rap1 signaling pathway
T07303,Cytokine-cytokine receptor interaction
T07303,PI3K-Akt signaling pathway
T07303,Focal adhesion
T07400,
T07806,cAMP signaling pathway
T07806,Neuroactive ligand-receptor interaction
T07806,Serotonergic synapse
T08133,Salivary secretion
T08133,Mineral absorption
T10482,Complement and coagulation cascades
T11072,cAMP signaling pathway
T11072,Neuroactive ligand-receptor interaction
T11072,Serotonergic synapse
T11448,cGMP-PKG signaling pathway
T11448,Neuroactive ligand-receptor interaction
T13644,Neuroactive ligand-receptor interaction
T15784,
T15803,Complement and coagulation cascades
T16633,cAMP signaling pathway
T16633,Neuroactive ligand-receptor interaction
T16691,Calcium signaling pathway
T16691,cAMP signaling pathway
T16691,Neuroactive ligand-receptor interaction
T16691,Serotonergic synapse
T17163,Cytokine-cytokine receptor interaction
T17163,Neuroactive ligand-receptor interaction
T17163,AMPK signaling pathway
T17163,Jak-STAT signaling pathway
T17163,Adipocytokine signaling pathway
T17163,Non-alcoholic fatty liver disease (NAFLD)
T17852,Purine metabolism
T18204,
T18477,Protein processing in endoplasmic reticulum
T18477,PI3K-Akt signaling pathway
T18477,Antigen processing and presentation
T18477,NOD-like receptor signaling pathway
T18477,Progesterone-mediated oocyte maturation
T18477,Estrogen signaling pathway
T18477,Pathways in cancer
T18477,Prostate cancer
T19433,Arachidonic acid metabolism
T19433,Metabolic pathways
T19567,
T20333,MAPK signaling pathway
T20333,Ras signaling pathway
T20333,Rap1 signaling pathway
T20333,Cytokine-cytokine receptor interaction
T20333,Viral protein interaction with cytokine and cytokine receptor
T20333,PI3K-Akt signaling pathway
T20333,Osteoclast differentiation
T20333,Hematopoietic cell lineage
T20333,Pathways in cancer
T20333,Transcriptional misregulation in cancer
T20333,Acute myeloid leukemia
T21689,Alzheimer's disease
T21960,Ras signaling pathway
T21960,Rap1 signaling pathway
T21960,HIF-1 signaling pathway
T21960,PI3K-Akt signaling pathway
T22285,Ras signaling pathway
T22285,Rap1 signaling pathway
T22285,Calcium signaling pathway
T22285,cAMP signaling pathway
T22285,Neuroactive ligand-receptor interaction
T22285,Circadian entrainment
T22285,Long-term potentiation
T22285,Glutamatergic synapse
T22285,Dopaminergic synapse
T22285,Alzheimer's disease
T22285,Amyotrophic lateral sclerosis (ALS)
T22285,Cocaine addiction
T22285,Amphetamine addiction
T22285,Nicotine addiction
T22285,Alcoholism
T22285,Systemic lupus erythematosus
T23359,
T23547,
T24793,MAPK signaling pathway
T24793,Calcium signaling pathway
T24793,cGMP-PKG signaling pathway
T24793,cAMP signaling pathway
T24793,Cardiac muscle contraction
T24793,Adrenergic signaling in cardiomyocytes
T24793,Vascular smooth muscle contraction
T24793,Circadian entrainment
T24793,Retrograde endocannabinoid signaling
T24793,Glutamatergic synapse
T24793,Cholinergic synapse
T24793,Serotonergic synapse
T24793,GABAergic synapse
T24793,Dopaminergic synapse
T24793,Insulin secretion
T24793,GnRH signaling pathway
T24793,Oxytocin signaling pathway
T24793,Type II diabetes mellitus
T24793,Carbohydrate digestion and absorption
T24793,Alzheimer's disease
T24793,Amphetamine addiction
T24793,Hypertrophic cardiomyopathy (HCM)
T24793,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T24793,Dilated cardiomyopathy
T24983,Neuroactive ligand-receptor interaction
T24983,Dopaminergic synapse
T25705,
T26220,
T26368,Neuroactive ligand-receptor interaction
T26368,Retrograde endocannabinoid signaling
T26368,GABAergic synapse
T26368,Morphine addiction
T26368,Nicotine addiction
T27137,Calcium signaling pathway
T27137,FoxO signaling pathway
T27137,Neuroactive ligand-receptor interaction
T27137,Gap junction
T27137,Long-term potentiation
T27137,Retrograde endocannabinoid signaling
T27137,Glutamatergic synapse
T27137,Long-term depression
T27137,Estrogen signaling pathway
T27812,Serotonergic synapse
T28722,Neuroactive ligand-receptor interaction
T28722,Retrograde endocannabinoid signaling
T28722,GABAergic synapse
T28722,Morphine addiction
T28722,Nicotine addiction
T28893,Calcium signaling pathway
T28893,cAMP signaling pathway
T28893,Neuroactive ligand-receptor interaction
T28893,PI3K-Akt signaling pathway
T28893,Cholinergic synapse
T28893,Regulation of actin cytoskeleton
T30082,Glycerophospholipid metabolism
T30082,Cholinergic synapse
T30418,
T32984,
T33584,cAMP signaling pathway
T33584,Neuroactive ligand-receptor interaction
T33584,Circadian entrainment
T33584,Long-term potentiation
T33584,Retrograde endocannabinoid signaling
T33584,Glutamatergic synapse
T33584,Dopaminergic synapse
T33584,Long-term depression
T33584,Amyotrophic lateral sclerosis (ALS)
T33584,Amphetamine addiction
T33584,Nicotine addiction
T34429,Calcium signaling pathway
T34429,Neuroactive ligand-receptor interaction
T34429,Cholinergic synapse
T34429,Nicotine addiction
T34429,Chemical carcinogenesis
T34624,
T36075,cAMP signaling pathway
T36075,Neuroactive ligand-receptor interaction
T36075,Insulin secretion
T36557,PPAR signaling pathway
T36557,Wnt signaling pathway
T36557,Pathways in cancer
T36557,Acute myeloid leukemia
T37693,Neuroactive ligand-receptor interaction
T38143,
T40474,Ras signaling pathway
T40474,Rap1 signaling pathway
T40474,Cytokine-cytokine receptor interaction
T40474,Endocytosis
T40474,PI3K-Akt signaling pathway
T40474,Axon guidance
T40474,Focal adhesion
T40474,Adherens junction
T40474,Bacterial invasion of epithelial cells
T40474,Epithelial cell signaling in Helicobacter pylori infection
T40474,Malaria
T40474,Pathways in cancer
T40474,Transcriptional misregulation in cancer
T40474,Proteoglycans in cancer
T40474,MicroRNAs in cancer
T40474,Renal cell carcinoma
T40474,Melanoma
T40474,Central carbon metabolism in cancer
T41141,Lysosome
T41141,Phagosome
T41141,Antigen processing and presentation
T41141,Proteoglycans in cancer
T41141,Rheumatoid arthritis
T42000,MAPK signaling pathway
T42000,Cytokine-cytokine receptor interaction
T42000,NF-kappa B signaling pathway
T42000,Apoptosis
T42000,Osteoclast differentiation
T42000,Toll-like receptor signaling pathway
T42000,NOD-like receptor signaling pathway
T42000,Cytosolic DNA-sensing pathway
T42000,Hematopoietic cell lineage
T42000,TNF signaling pathway
T42000,Inflammatory mediator regulation of TRP channels
T42000,Non-alcoholic fatty liver disease (NAFLD)
T42000,Type I diabetes mellitus
T42000,Alzheimer's disease
T42000,Prion diseases
T42000,Salmonella infection
T42000,Pertussis
T42000,Legionellosis
T42000,Leishmaniasis
T42000,Chagas disease (American trypanosomiasis)
T42000,African trypanosomiasis
T42000,Malaria
T42000,Amoebiasis
T42000,Tuberculosis
T42000,Measles
T42000,Influenza A
T42000,Herpes simplex infection
T42000,Inflammatory bowel disease (IBD)
T42000,Rheumatoid arthritis
T42000,Graft-versus-host disease
T42724,
T42748,
T44141,Ras signaling pathway
T44141,Rap1 signaling pathway
T44141,HIF-1 signaling pathway
T44141,PI3K-Akt signaling pathway
T44141,Rheumatoid arthritis
T45086,
T45151,HIF-1 signaling pathway
T45151,p53 signaling pathway
T45151,Hippo signaling pathway
T45151,Complement and coagulation cascades
T45151,Chagas disease (American trypanosomiasis)
T45674,
T45993,
T46185,Calcium signaling pathway
T46185,cAMP signaling pathway
T46185,Neuroactive ligand-receptor interaction
T46185,PI3K-Akt signaling pathway
T46185,Cholinergic synapse
T46185,Regulation of actin cytoskeleton
T46360,
T47165,Cell adhesion molecules (CAMs)
T47165,Prion diseases
T48873,Synaptic vesicle cycle
T48873,Serotonergic synapse
T48873,Dopaminergic synapse
T48873,Parkinson's disease
T48873,Cocaine addiction
T48873,Amphetamine addiction
T48873,Alcoholism
T50942,Ras signaling pathway
T50942,Rap1 signaling pathway
T50942,Cytokine-cytokine receptor interaction
T50942,PI3K-Akt signaling pathway
T50942,Neurotrophin signaling pathway
T50942,Transcriptional misregulation in cancer
T51076,
T51115,MAPK signaling pathway
T51115,Calcium signaling pathway
T51115,cGMP-PKG signaling pathway
T51115,cAMP signaling pathway
T51115,Cardiac muscle contraction
T51115,Adrenergic signaling in cardiomyocytes
T51115,Vascular smooth muscle contraction
T51115,Circadian entrainment
T51115,Long-term potentiation
T51115,Retrograde endocannabinoid signaling
T51115,Glutamatergic synapse
T51115,Cholinergic synapse
T51115,Serotonergic synapse
T51115,GABAergic synapse
T51115,Dopaminergic synapse
T51115,Insulin secretion
T51115,GnRH signaling pathway
T51115,Oxytocin signaling pathway
T51115,Type II diabetes mellitus
T51115,Alzheimer's disease
T51115,Amphetamine addiction
T51115,Hypertrophic cardiomyopathy (HCM)
T51115,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T51115,Dilated cardiomyopathy
T53024,cAMP signaling pathway
T53024,Neuroactive ligand-receptor interaction
T53024,Gastric acid secretion
T54128,
T55352,
T55729,MAPK signaling pathway
T55729,Rap1 signaling pathway
T55729,FoxO signaling pathway
T55729,Sphingolipid signaling pathway
T55729,Adrenergic signaling in cardiomyocytes
T55729,VEGF signaling pathway
T55729,Osteoclast differentiation
T55729,Signaling pathways regulating pluripotency of stem cells
T55729,Platelet activation
T55729,Toll-like receptor signaling pathway
T55729,NOD-like receptor signaling pathway
T55729,RIG-I-like receptor signaling pathway
T55729,T cell receptor signaling pathway
T55729,Fc epsilon RI signaling pathway
T55729,TNF signaling pathway
T55729,Leukocyte transendothelial migration
T55729,Neurotrophin signaling pathway
T55729,Retrograde endocannabinoid signaling
T55729,Dopaminergic synapse
T55729,Inflammatory mediator regulation of TRP channels
T55729,GnRH signaling pathway
T55729,Progesterone-mediated oocyte maturation
T55729,Prolactin signaling pathway
T55729,Amyotrophic lateral sclerosis (ALS)
T55729,Epithelial cell signaling in Helicobacter pylori infection
T55729,Shigellosis
T55729,Salmonella infection
T55729,Pertussis
T55729,Leishmaniasis
T55729,Chagas disease (American trypanosomiasis)
T55729,Toxoplasmosis
T55729,Tuberculosis
T55729,Hepatitis C
T55729,Influenza A
T55729,Epstein-Barr virus infection
T55729,Proteoglycans in cancer
T55860,Cytokine-cytokine receptor interaction
T55936,
T57680,
T58454,MAPK signaling pathway
T58454,Ras signaling pathway
T58454,Rap1 signaling pathway
T58454,Endocytosis
T58454,PI3K-Akt signaling pathway
T58454,Signaling pathways regulating pluripotency of stem cells
T58454,Regulation of actin cytoskeleton
T58454,Pathways in cancer
T58454,Prostate cancer
T58454,Central carbon metabolism in cancer
T58921,PPAR signaling pathway
T58921,AMPK signaling pathway
T58921,Osteoclast differentiation
T58921,Huntington's disease
T58921,Pathways in cancer
T58921,Transcriptional misregulation in cancer
T58921,Thyroid cancer
T59102,MAPK signaling pathway
T59102,Ras signaling pathway
T59102,Rap1 signaling pathway
T59102,Calcium signaling pathway
T59102,Cytokine-cytokine receptor interaction
T59102,PI3K-Akt signaling pathway
T59102,Focal adhesion
T59102,Gap junction
T59102,Regulation of actin cytoskeleton
T59102,HTLV-I infection
T59102,Pathways in cancer
T59102,MicroRNAs in cancer
T59102,Glioma
T59102,Prostate cancer
T59102,Melanoma
T59102,Central carbon metabolism in cancer
T59102,Choline metabolism in cancer
T59679,Calcium signaling pathway
T59679,cAMP signaling pathway
T59679,Neuroactive ligand-receptor interaction
T59679,Serotonergic synapse
T60529,Arachidonic acid metabolism
T60529,Metabolic pathways
T60529,Platelet activation
T60529,Serotonergic synapse
T61657,Pathways in cancer
T61657,Small cell lung cancer
T61657,Non-small cell lung cancer
T61746,Lysosome
T61746,Antigen processing and presentation
T62276,Ras signaling pathway
T62276,Rap1 signaling pathway
T62276,Calcium signaling pathway
T62276,cAMP signaling pathway
T62276,Neuroactive ligand-receptor interaction
T62276,Circadian entrainment
T62276,Long-term potentiation
T62276,Glutamatergic synapse
T62276,Alzheimer's disease
T62276,Amyotrophic lateral sclerosis (ALS)
T62276,Huntington's disease
T62276,Cocaine addiction
T62276,Amphetamine addiction
T62276,Nicotine addiction
T62276,Alcoholism
T62820,Neuroactive ligand-receptor interaction
T62820,Glutamatergic synapse
T62820,Cocaine addiction
T62974,Neuroactive ligand-receptor interaction
T63414,Calcium signaling pathway
T63414,Neuroactive ligand-receptor interaction
T63967,
T64765,Neuroactive ligand-receptor interaction
T64830,cAMP signaling pathway
T64830,Neuroactive ligand-receptor interaction
T65200,Steroid hormone biosynthesis
T65200,Metabolism of xenobiotics by cytochrome P450
T65200,Metabolic pathways
T65200,Chemical carcinogenesis
T65864,MAPK signaling pathway
T65864,Rap1 signaling pathway
T65864,FoxO signaling pathway
T65864,Sphingolipid signaling pathway
T65864,Adrenergic signaling in cardiomyocytes
T65864,VEGF signaling pathway
T65864,Osteoclast differentiation
T65864,Signaling pathways regulating pluripotency of stem cells
T65864,Platelet activation
T65864,Toll-like receptor signaling pathway
T65864,NOD-like receptor signaling pathway
T65864,RIG-I-like receptor signaling pathway
T65864,T cell receptor signaling pathway
T65864,Fc epsilon RI signaling pathway
T65864,TNF signaling pathway
T65864,Leukocyte transendothelial migration
T65864,Neurotrophin signaling pathway
T65864,Retrograde endocannabinoid signaling
T65864,Dopaminergic synapse
T65864,Inflammatory mediator regulation of TRP channels
T65864,GnRH signaling pathway
T65864,Progesterone-mediated oocyte maturation
T65864,Prolactin signaling pathway
T65864,Amyotrophic lateral sclerosis (ALS)
T65864,Epithelial cell signaling in Helicobacter pylori infection
T65864,Shigellosis
T65864,Salmonella infection
T65864,Pertussis
T65864,Leishmaniasis
T65864,Chagas disease (American trypanosomiasis)
T65864,Toxoplasmosis
T65864,Tuberculosis
T65864,Hepatitis C
T65864,Influenza A
T65864,Epstein-Barr virus infection
T65864,Proteoglycans in cancer
T66161,
T66665,Arachidonic acid metabolism
T66665,Metabolic pathways
T66665,NF-kappa B signaling pathway
T66665,VEGF signaling pathway
T66665,TNF signaling pathway
T66665,Retrograde endocannabinoid signaling
T66665,Serotonergic synapse
T66665,Ovarian steroidogenesis
T66665,Oxytocin signaling pathway
T66665,Regulation of lipolysis in adipocytes
T66665,Leishmaniasis
T66665,Pathways in cancer
T66665,Chemical carcinogenesis
T66665,MicroRNAs in cancer
T66665,Small cell lung cancer
T67162,Rap1 signaling pathway
T67162,cAMP signaling pathway
T67162,Neuroactive ligand-receptor interaction
T67162,Gap junction
T67162,Dopaminergic synapse
T67162,Parkinson's disease
T67162,Cocaine addiction
T67162,Alcoholism
T67684,Calcium signaling pathway
T67684,Neuroactive ligand-receptor interaction
T67684,Cholinergic synapse
T67684,Regulation of actin cytoskeleton
T67684,Insulin secretion
T67684,Salivary secretion
T67684,Gastric acid secretion
T67684,Pancreatic secretion
T69912,Ether lipid metabolism
T69912,Metabolic pathways
T69912,Biosynthesis of antibiotics
T70967,Neuroactive ligand-receptor interaction
T70967,Cholinergic synapse
T70967,Nicotine addiction
T72458,Neuroactive ligand-receptor interaction
T73724,Neuroactive ligand-receptor interaction
