target_id,disease_name,target_disease_approval_status
T63217,Autosomal Recessive Ichthyosis,Phase 2
T82943,Autosomal dominant polycystic kidney disease,Phase 1
T03573,B-cell lymphoma,Phase 1/2
T08391,B-cell lymphoma,Phase 2
T10877,B-cell lymphoma,Phase 1/2
T14755,B-cell lymphoma,Phase 1
T23172,B-cell lymphoma,Phase 2
T25005,B-cell lymphoma,Phase 2
T25265,B-cell lymphoma,Phase 1
T37539,B-cell lymphoma,Phase 1/2
T56365,B-cell lymphoma,Phase 2/3
T60345,B-cell lymphoma,Phase 1
T60636,B-cell lymphoma,Phase 2
T62431,B-cell lymphoma,Phase 2
T62460,B-cell lymphoma,Phase 2
T63083,B-cell lymphoma,Phase 1/2
T67805,B-cell lymphoma,Phase 1/2
T67849,B-cell lymphoma,Phase 1
T71377,B-cell lymphoma,Phase 1/2
T73215,B-cell lymphoma,Phase 1/2
T77664,B-cell lymphoma,Discontinued in Phase 2
T88023,B-cell lymphoma,Phase 1/2
T89697,B-cell lymphoma,Phase 1
T93923,B-cell lymphoma,Phase 1/2
T95913,B-cell lymphoma,Phase 1
T97766,B-cell lymphoma,Phase 1
T02228,Bacterial infection,Investigative
T02702,Bacterial infection,Phase 3
T03410,Bacterial infection,Phase 2
T06569,Bacterial infection,Approved
T09826,Bacterial infection,Approved
T10362,Bacterial infection,Terminated
T10897,Bacterial infection,Approved
T12187,Bacterial infection,Approved
T14582,Bacterial infection,Approved
T16987,Bacterial infection,Approved
T17345,Bacterial infection,Phase 3
T19244,Bacterial infection,Approved
T20401,Bacterial infection,Approved
T21112,Bacterial infection,Phase 3
T22348,Bacterial infection,Approved
T23036,Bacterial infection,Phase 2
T24634,Bacterial infection,Approved
T25258,Bacterial infection,Phase 1
T27198,Bacterial infection,Phase 1
T27445,Bacterial infection,Approved
T27999,Bacterial infection,Phase 1
T29303,Bacterial infection,Approved
T29649,Bacterial infection,Phase 1
T30520,Bacterial infection,Phase 3
T30653,Bacterial infection,Approved
T30803,Bacterial infection,Investigative
T31992,Bacterial infection,Approved
T32862,Bacterial infection,Approved
T33193,Bacterial infection,Approved
T34596,Bacterial infection,Investigative
T34743,Bacterial infection,Approved
T38179,Bacterial infection,Approved
T39716,Bacterial infection,Approved
T40126,Bacterial infection,Preclinical
T40696,Bacterial infection,Approved
T41201,Bacterial infection,Approved
T41820,Bacterial infection,Terminated
T42521,Bacterial infection,Phase 3
T43920,Bacterial infection,Approved
T47077,Bacterial infection,Phase 3
T48472,Bacterial infection,Approved
T51666,Bacterial infection,Approved
T52227,Bacterial infection,Approved
T52534,Bacterial infection,Phase 2
T53378,Bacterial infection,Approved
T53601,Bacterial infection,Approved
T58093,Bacterial infection,Phase 2
T62094,Bacterial infection,Approved
T62276,Bacterial infection,Approved
T63140,Bacterial infection,Approved
T64410,Bacterial infection,Approved
T66040,Bacterial infection,Approved
T67162,Bacterial infection,Discontinued in Phase 3
T67801,Bacterial infection,Phase 1/2
T69494,Bacterial infection,Approved
T71905,Bacterial infection,Approved
T72065,Bacterial infection,Approved
T72657,Bacterial infection,Approved
T73215,Bacterial infection,Phase 2
T74225,Bacterial infection,Discontinued in Phase 2
T75273,Bacterial infection,Phase 3
T76855,Bacterial infection,Phase 1
T78937,Bacterial infection,Approved
T79001,Bacterial infection,Terminated
T79068,Bacterial infection,Phase 2
T82349,Bacterial infection,Approved
T82723,Bacterial infection,Investigative
T82913,Bacterial infection,Phase 1
T83011,Bacterial infection,Preclinical
T83335,Bacterial infection,Phase 3
T84972,Bacterial infection,Approved
T88240,Bacterial infection,Approved
T88338,Bacterial infection,Approved
T94309,Bacterial infection,Approved
T95400,Bacterial infection,Approved
T95913,Bacterial infection,Investigative
T96144,Bacterial infection,Approved
T96215,Bacterial infection,Approved
T98179,Bacterial infection,Terminated
T99912,Bacterial infection,Preclinical
T31946,Basal cell carcinoma,Phase 1/2
T63934,Basal cell carcinoma,Phase 1
T65755,Basal cell carcinoma,Phase 2
T66505,Basal cell carcinoma,Approved
T69189,Basal cell carcinoma,Phase 2
T77664,Basal cell carcinoma,Phase 1
T45598,Behcet disease,Phase 2
T54132,Behcet disease,Approved
T86192,Behcet disease,Approved
T30418,Biliary tract cancer,Phase 3
T40474,Biliary tract cancer,Phase 2
T56697,Biliary tract cancer,Phase 2
T78874,Biliary tract cancer,Phase 2
T99948,Biliary tract cancer,Phase 2
T02551,Bipolar disorder,Approved
T12119,Bipolar disorder,Phase 2
T18779,Bipolar disorder,Phase 2/3
T24983,Bipolar disorder,Phase 1
T29303,Bipolar disorder,Discontinued in Phase 3
T32060,Bipolar disorder,Phase 1
T34123,Bipolar disorder,Approved
T42748,Bipolar disorder,Phase 1
T45993,Bipolar disorder,Phase 1
T55012,Bipolar disorder,Phase 2
T55959,Bipolar disorder,Phase 4
T60693,Bipolar disorder,Phase 1
T61698,Bipolar disorder,Phase 2/3
T62820,Bipolar disorder,Phase 1
T64382,Bipolar disorder,Approved
T67162,Bipolar disorder,Approved
T77913,Bipolar disorder,Phase 1
T78709,Bipolar disorder,Phase 1
T79062,Bipolar disorder,Phase 1
T82266,Bipolar disorder,Phase 2a
T85605,Bipolar disorder,Phase 2
T06575,Bladder cancer,Phase 2
T09826,Bladder cancer,Clinical trial
T11211,Bladder cancer,Investigative
T11253,Bladder cancer,Investigative
T13260,Bladder cancer,Discontinued in Phase 2
T14597,Bladder cancer,Phase 1/2
T15739,Bladder cancer,Phase 2
T17345,Bladder cancer,Phase 2
T17687,Bladder cancer,Approved
T19579,Bladder cancer,Phase 1/2
T30418,Bladder cancer,Phase 1
T31621,Bladder cancer,Phase 1
T35591,Bladder cancer,Phase 3
T43189,Bladder cancer,Discontinued in Phase 3
T45598,Bladder cancer,Phase 1
T46482,Bladder cancer,Investigative
T47101,Bladder cancer,Phase 2
T47863,Bladder cancer,Phase 3
T48429,Bladder cancer,Phase 2
T58454,Bladder cancer,Phase 2
T63178,Bladder cancer,Phase 1
T63934,Bladder cancer,Phase 2
T63966,Bladder cancer,Phase 2
T68517,Bladder cancer,Phase 2
T73342,Bladder cancer,Phase 2
T75243,Bladder cancer,Phase 1/2
T77190,Bladder cancer,Phase 1
T78114,Bladder cancer,Phase 1/2
T82494,Bladder cancer,Phase 1/2
T86836,Bladder cancer,Phase 3
T88304,Bladder cancer,Phase 2
T91331,Bladder cancer,Phase 2
T95913,Bladder cancer,Phase 2
T96144,Bladder cancer,Approved
T97071,Bladder cancer,Phase 1/2
T99948,Bladder cancer,Phase 3
T49814,Blastomycosis,Approved
T11843,Bleeding disorder,Approved
T19414,Bleeding disorder,Approved
T20297,Bleeding disorder,Approved
T43332,Bleeding disorder,Phase 3
T45299,Bleeding disorder,Approved
T72702,Bleeding disorder,Phase 2
T83369,Bleeding disorder,Approved
T84631,Bleeding disorder,Phase 3
T88182,Bleeding disorder,Approved
T89034,Bleeding disorder,Approved
T94033,Bleeding disorder,Approved
T11388,Bone cancer,Patented
T41141,Bone cancer,Patented
T61746,Bone cancer,Patented
T68290,Bone cancer,Patented
T77236,Bone cancer,Patented
T93653,Bone cancer,Patented
T06011,Brain cancer,Phase 2
T21123,Brain cancer,Phase 2
T23714,Brain cancer,Discontinued in Phase 2
T29130,Brain cancer,Phase 1/2
T30081,Brain cancer,Discontinued in Phase 3
T34867,Brain cancer,Phase 3
T37434,Brain cancer,Phase 1
T40459,Brain cancer,Phase 3
T41003,Brain cancer,Phase 2
T44771,Brain cancer,Phase 2/3
T45758,Brain cancer,Phase 1
T46084,Brain cancer,Phase 1
T51748,Brain cancer,Phase 2
T52450,Brain cancer,Discontinued in Phase 3
T59328,Brain cancer,Phase 3
T62166,Brain cancer,Phase 2
T64969,Brain cancer,Phase 1/2
T64969,Brain cancer,Phase 1
T68251,Brain cancer,Discontinued in Phase 3
T71479,Brain cancer,Phase 1/2
T73475,Brain cancer,Discontinued in Phase 3
T77009,Brain cancer,Approved
T85943,Brain cancer,Phase 1
T86052,Brain cancer,Phase 1
T86254,Brain cancer,Phase 1
T86836,Brain cancer,Approved
T89534,Brain cancer,Phase 1
T89697,Brain cancer,Phase 1
T75440,Brain disease,Phase 2
T79961,Brain disease,Approved (orphan drug)
T01110,Breast cancer,Phase 2
T01358,Breast cancer,Phase 2
T05031,Breast cancer,Phase 3
T06569,Breast cancer,Phase 2
T07191,Breast cancer,Phase 1
T07303,Breast cancer,Phase 2
T08391,Breast cancer,Phase 2
T09058,Breast cancer,Terminated
T09130,Breast cancer,Phase 1
T09826,Breast cancer,Phase 3
T11211,Breast cancer,Approved
T11241,Breast cancer,Preclinical
T11253,Breast cancer,Investigative
T11822,Breast cancer,Terminated
T12108,Breast cancer,Preclinical
T13176,Breast cancer,Phase 1
T13201,Breast cancer,Phase 2
T13260,Breast cancer,Approved
T14342,Breast cancer,Phase 2
T14597,Breast cancer,Approved
T15000,Breast cancer,Phase 1
T16347,Breast cancer,Phase 1
T16601,Breast cancer,Phase 2
T16987,Breast cancer,Phase 2
T17629,Breast cancer,Approved
T17687,Breast cancer,Phase 1/2
T17758,Breast cancer,Phase 2
T18477,Breast cancer,Phase 2
T18779,Breast cancer,Phase 2
T18950,Breast cancer,Approved
T18972,Breast cancer,Phase 2
T19160,Breast cancer,Clinical trial
T20401,Breast cancer,Phase 2
T20761,Breast cancer,Phase 3
T21890,Breast cancer,Approved
T21960,Breast cancer,Phase 3
T22350,Breast cancer,Phase 1
T22939,Breast cancer,Approved
T23003,Breast cancer,Phase 2
T23547,Breast cancer,Phase 3
T25265,Breast cancer,Investigative
T25739,Breast cancer,Phase 1
T26851,Breast cancer,Phase 2
T30803,Breast cancer,Approved
T31309,Breast cancer,Approved
T31902,Breast cancer,Phase 1/2
T31992,Breast cancer,Phase 2
T32984,Breast cancer,Phase 2
T33489,Breast cancer,Phase 2
T33629,Breast cancer,Phase 2
T34429,Breast cancer,Phase 3
T34867,Breast cancer,Approved
T35265,Breast cancer,Preclinical
T35423,Breast cancer,Phase 1
T39031,Breast cancer,Phase 2
T39996,Breast cancer,Preclinical
T40016,Breast cancer,Phase 2
T40111,Breast cancer,Approved
T40160,Breast cancer,Phase 2
T40474,Breast cancer,Phase 2
T42157,Breast cancer,Phase 1
T43189,Breast cancer,Approved
T43920,Breast cancer,Phase 2
T44141,Breast cancer,Phase 3
T46456,Breast cancer,Phase 1
T46521,Breast cancer,Phase 2
T47101,Breast cancer,Phase 1/2
T47863,Breast cancer,Phase 1
T48069,Breast cancer,Phase 2
T48945,Breast cancer,Phase 2
T49898,Breast cancer,Phase 2
T50261,Breast cancer,Investigative
T51426,Breast cancer,Phase 3
T51672,Breast cancer,Phase 3
T51908,Breast cancer,Preclinical
T52227,Breast cancer,Phase 3
T53251,Breast cancer,Preclinical
T53378,Breast cancer,Phase 2
T53524,Breast cancer,Patented
T55860,Breast cancer,Phase 3
T58449,Breast cancer,Phase 1/2
T58454,Breast cancer,Phase 1/2
T58772,Breast cancer,Phase 1/2
T59328,Breast cancer,Approved
T59631,Breast cancer,Phase 3
T59955,Breast cancer,Phase 2
T60345,Breast cancer,Phase 1/2
T60631,Breast cancer,Phase 2
T60930,Breast cancer,Phase 2
T61518,Breast cancer,Phase 1
T61683,Breast cancer,Phase 1
T62739,Breast cancer,Investigative
T63175,Breast cancer,Phase 1
T63505,Breast cancer,Approved
T64567,Breast cancer,Phase 2
T65755,Breast cancer,Phase 3
T66030,Breast cancer,Approved
T67162,Breast cancer,Withdrawn from market
T67619,Breast cancer,Approved
T67849,Breast cancer,Phase 3
T68517,Breast cancer,Phase 2
T68536,Breast cancer,Approved
T68547,Breast cancer,Phase 3
T68887,Breast cancer,Phase 1
T70176,Breast cancer,Phase 1
T70508,Breast cancer,Phase 1
T71266,Breast cancer,Approved
T71374,Breast cancer,Phase 2
T71536,Breast cancer,Phase 2
T72458,Breast cancer,Phase 3
T72835,Breast cancer,Phase 1
T73184,Breast cancer,Preclinical
T75041,Breast cancer,Approved
T75243,Breast cancer,Phase 2
T75498,Breast cancer,Phase 2
T78874,Breast cancer,Phase 2
T80002,Breast cancer,Phase 1
T80276,Breast cancer,Approved
T80896,Breast cancer,Approved
T80975,Breast cancer,Approved
T81905,Breast cancer,Discontinued in Phase 2
T82383,Breast cancer,Phase 2
T82393,Breast cancer,Phase 1/2
T82665,Breast cancer,Phase 2
T83059,Breast cancer,Phase 2
T84621,Breast cancer,Approved
T85435,Breast cancer,Discontinued in Phase 1/2
T85544,Breast cancer,Phase 1/2
T85733,Breast cancer,Approved
T85799,Breast cancer,Approved
T85943,Breast cancer,Approved
T86052,Breast cancer,Phase 2
T86350,Breast cancer,Phase 2
T86734,Breast cancer,Phase 2
T86836,Breast cancer,Approved
T87075,Breast cancer,Phase 2
T87108,Breast cancer,Phase 1/2
T87946,Breast cancer,Phase 1
T88505,Breast cancer,Phase 2
T89041,Breast cancer,Phase 2
T89361,Breast cancer,Approved
T89515,Breast cancer,Approved
T89534,Breast cancer,Approved
T90572,Breast cancer,Phase 2
T91331,Breast cancer,Phase 2
T92144,Breast cancer,Phase 1
T92494,Breast cancer,Approved
T94718,Breast cancer,Phase 1
T95289,Breast cancer,Phase 1
T95385,Breast cancer,Phase 2
T95899,Breast cancer,Phase 3
T95913,Breast cancer,Phase 3
T96079,Breast cancer,Phase 3
T96144,Breast cancer,Approved
T96623,Breast cancer,Phase 1
T96788,Breast cancer,Phase 3
T96892,Breast cancer,Phase 1
T99816,Breast cancer,Phase 1
T99840,Breast cancer,Phase 3
T99912,Breast cancer,Preclinical
T99948,Breast cancer,Phase 3
T08735,Bronchiectasis,Approved
T40332,Bronchiectasis,Phase 2
T70490,Bronchiectasis,Phase 2
T93955,Bronchiectasis,Approved
T22839,Bronchitis,Approved
T47941,Bronchitis,Discontinued in Phase 3
T61744,Bronchitis,Discontinued in Phase 3
T72657,Bronchitis,Approved
T98917,Bronchitis,Approved
T46360,Bulimia nervosa,Phase 2
T78709,Bulimia nervosa,Phase 2
T55922,Burn and burn infection,Discontinued in Phase 2
T60366,Burn and burn infection,Discontinued in Phase 2
T82349,Burn and burn infection,Phase 3
T11211,Cachexia,Discontinued in Phase 1
T17163,Cachexia,Investigative
T52522,Cachexia,Phase 2
T53389,Cachexia,Investigative
T59604,Cachexia,Investigative
T72458,Cachexia,Investigative
T72841,Cachexia,Terminated
T41239,Calcific uremic arteriolopathy,Phase 3
T00140,Carcinoid syndrome,Phase 2
T51593,Carcinoid syndrome,Approved
T67162,Carcinoid syndrome,Phase 2
T81905,Carcinoid syndrome,Terminated
T85605,Carcinoid syndrome,Terminated
T06011,Cardiac arrest,Preclinical
T25637,Cardiac arrest,Preclinical
T35940,Cardiac arrest,Investigative
T61746,Cardiac arrest,Preclinical
T76414,Cardiac arrest,Phase 1
T89055,Cardiac arrest,Investigative
T06182,Cardiomyopathy,Phase 1
T86462,Cardiomyopathy,Phase 3
T00890,Cardiovascular disease,Phase 2
T02246,Cardiovascular disease,Phase 1
T02703,Cardiovascular disease,Phase 2
T03403,Cardiovascular disease,Phase 3
T05114,Cardiovascular disease,Investigative
T05409,Cardiovascular disease,Phase 1
T07663,Cardiovascular disease,Discontinued in Phase 2
T11211,Cardiovascular disease,Phase 4
T12427,Cardiovascular disease,Approved
T12499,Cardiovascular disease,Phase 1
T13712,Cardiovascular disease,Phase 3
T13852,Cardiovascular disease,Phase 1
T15117,Cardiovascular disease,Withdrawn from market
T15334,Cardiovascular disease,Phase 3
T19414,Cardiovascular disease,Discontinued in Phase 2
T23355,Cardiovascular disease,Discontinued in Phase 3
T23499,Cardiovascular disease,Approved
T24836,Cardiovascular disease,Discontinued in Phase 1
T29303,Cardiovascular disease,Terminated
T30081,Cardiovascular disease,Phase 1
T30085,Cardiovascular disease,Phase 3
T31479,Cardiovascular disease,Phase 1
T32060,Cardiovascular disease,Phase 1
T32780,Cardiovascular disease,Phase 1
T33754,Cardiovascular disease,Approved
T36075,Cardiovascular disease,Phase 3
T38810,Cardiovascular disease,Phase 3
T42000,Cardiovascular disease,Phase 2
T44282,Cardiovascular disease,Phase 1
T45993,Cardiovascular disease,Terminated
T46185,Cardiovascular disease,Terminated
T46642,Cardiovascular disease,Discontinued in Phase 2
T46937,Cardiovascular disease,Phase 2
T48470,Cardiovascular disease,Phase 1
T49493,Cardiovascular disease,Phase 1/2
T49630,Cardiovascular disease,Phase 2
T50688,Cardiovascular disease,Discontinued in Phase 3
T51666,Cardiovascular disease,Investigative
T52189,Cardiovascular disease,Phase 3
T52522,Cardiovascular disease,Terminated
T52671,Cardiovascular disease,Phase 2
T52953,Cardiovascular disease,Phase 1
T53139,Cardiovascular disease,Phase 2
T53585,Cardiovascular disease,Approved
T56545,Cardiovascular disease,Phase 2
T60708,Cardiovascular disease,Discontinued in Phase 3
T61622,Cardiovascular disease,Phase 1
T62206,Cardiovascular disease,Phase 2
T63168,Cardiovascular disease,Phase 1
T63484,Cardiovascular disease,Phase 4
T63505,Cardiovascular disease,Phase 1
T67022,Cardiovascular disease,Phase 2
T68290,Cardiovascular disease,Discontinued in Phase 1
T69912,Cardiovascular disease,Phase 1
T70071,Cardiovascular disease,Phase 1
T71167,Cardiovascular disease,Phase 1
T72168,Cardiovascular disease,Phase 2
T72478,Cardiovascular disease,Phase 2
T73694,Cardiovascular disease,Phase 1
T73696,Cardiovascular disease,Phase 1
T73712,Cardiovascular disease,Approved
T73992,Cardiovascular disease,Clinical trial
T76198,Cardiovascular disease,Terminated
T79798,Cardiovascular disease,Discontinued in Phase 2
T80975,Cardiovascular disease,Phase 2
T82266,Cardiovascular disease,Phase 2
T82577,Cardiovascular disease,Approved
T84316,Cardiovascular disease,Phase 3
T85943,Cardiovascular disease,Phase 1
T86591,Cardiovascular disease,Phase 3
T86652,Cardiovascular disease,Phase 2
T88185,Cardiovascular disease,Phase 2
T88975,Cardiovascular disease,Discontinued in Phase 1
T89213,Cardiovascular disease,Discontinued in Phase 2
T92463,Cardiovascular disease,Phase 1
T92777,Cardiovascular disease,Phase 3
T92828,Cardiovascular disease,Approved
T94033,Cardiovascular disease,Phase 2
T95558,Cardiovascular disease,Phase 2
T95913,Cardiovascular disease,Terminated
T98913,Cardiovascular disease,Phase 2
T43920,Cas mediated disorder,Patented
T09130,Cataract,Approved
T44068,Central and peripheral nervous disease,Approved
T79961,Central and peripheral nervous disease,Approved
T00902,Central nervous system disease,Terminated
T15439,Central nervous system disease,Preclinical
T32060,Central nervous system disease,Investigative
T32855,Central nervous system disease,Terminated
T34429,Central nervous system disease,Investigative
T36557,Central nervous system disease,Investigative
T40276,Central nervous system disease,Phase 1
T43189,Central nervous system disease,Investigative
T45593,Central nervous system disease,Investigative
T46360,Central nervous system disease,Phase 1
T52921,Central nervous system disease,Investigative
T64765,Central nervous system disease,Patented
T67619,Central nervous system disease,Phase 1
T76685,Central nervous system disease,Investigative
T77796,Central nervous system disease,Approved
T83011,Central nervous system disease,Investigative
T95913,Central nervous system disease,Phase 1
T99347,Central nervous system disease,Investigative
T06273,Cerebrovascular disease,Phase 3
T23499,Cerebrovascular disease,Discontinued in Phase 2
T68039,Cerebrovascular disease,Terminated
T03006,Cervical cancer,Approved
T15000,Cervical cancer,Phase 2
T15739,Cervical cancer,Phase 1
T18779,Cervical cancer,Phase 1/2
T40874,Cervical cancer,Phase 2
T50461,Cervical cancer,Phase 2
T59631,Cervical cancer,Phase 3
T71164,Cervical cancer,Phase 1/2
T72702,Cervical cancer,Approved
T84894,Cervical cancer,Phase 3
T85072,Cervical cancer,Phase 2
T85943,Cervical cancer,Phase 1/2
T87108,Cervical cancer,Phase 1/2
T97071,Cervical cancer,Phase 1/2
T85733,Chemoprotection,Approved
T96144,Chemoprotection,Approved
T51426,Cholelithiasis,Approved
T69189,Chondrosarcoma,Discontinued in Phase 2
T90628,Choroidal dystrophy,Phase 3
T90628,Choroidal dystrophy,Phase 1/2
T00033,Chronic kidney disease,Phase 1/2
T06320,Chronic kidney disease,Phase 2
T34234,Chronic kidney disease,Approved
T57680,Chronic kidney disease,Phase 2
T63160,Chronic kidney disease,Phase 1
T64597,Chronic kidney disease,Phase 1
T72168,Chronic kidney disease,Approved
T79157,Chronic kidney disease,Phase 1/2
T92403,Chronic kidney disease,Phase 2
T30846,Chronic myelomonocytic leukaemia,Phase 1
T31309,Chronic myelomonocytic leukaemia,Phase 1
T47107,Chronic myelomonocytic leukaemia,Phase 2
T66505,Chronic myelomonocytic leukaemia,Approved
T69189,Chronic myelomonocytic leukaemia,Approved
T74312,Chronic myelomonocytic leukaemia,Phase 2
T75243,Chronic myelomonocytic leukaemia,Approved
T96723,Chronic myelomonocytic leukaemia,Phase 1
T00140,Chronic obstructive pulmonary disease,Discontinued in Phase 2
T00884,Chronic obstructive pulmonary disease,Phase 2
T01840,Chronic obstructive pulmonary disease,Phase 1
T02001,Chronic obstructive pulmonary disease,Phase 2
T03500,Chronic obstructive pulmonary disease,Discontinued in Phase 2
T05114,Chronic obstructive pulmonary disease,Phase 2
T05351,Chronic obstructive pulmonary disease,Phase 2
T06093,Chronic obstructive pulmonary disease,Investigative
