drug_id,disease_name,disease_specific_drug_approval_status
DHD2S9,Alzheimer disease,Phase 1
D09PYZ,Alzheimer disease,Phase 1
D34YLZ,Alzheimer disease,Phase 1
DB7V3D,Alzheimer disease,Phase 1
D06FGJ,Alzheimer disease,Phase 1
D09MEV,Alzheimer disease,Phase 1
D0S1KR,Alzheimer disease,Phase 1
D00GPQ,Alzheimer disease,Phase 2
D02HNG,Alzheimer disease,Phase 2
D02JOH,Alzheimer disease,Phase 2
D03MFQ,Alzheimer disease,Phase 2
D08XKL,Alzheimer disease,Phase 1
D09ZVC,Alzheimer disease,Phase 1
D0EV5O,Alzheimer disease,Phase 1
D0F0JJ,Alzheimer disease,Phase 1
D0I1OS,Alzheimer disease,Phase 1
D0TQ4Y,Alzheimer disease,Phase 1
D0U6FT,Alzheimer disease,Phase 1
DZ76PB,Alzheimer disease,Phase 1
D0CX2J,Alzheimer disease,Terminated
D0A2ZX,Amoebiasis,Approved
D0J6WV,Amoebiasis,Investigative
D01ZHB,Amyloidosis,Phase 3
D02UYB,Amyloidosis,Approved
D0Y9HW,Amyloidosis,Phase 3
DJ0E7P,Amyloidosis,Phase 1
D07LBQ,Amyloidosis,Phase 1
D0AY1I,Amyloidosis,Phase 1
D01MML,Amyloidosis,Approved
D08QDF,Amyloidosis,Phase 1
D02SNJ,Anemia,Phase 2
D0F7GX,Anemia,Phase 1
D00ANG,Anemia,Phase 1/2
D04UTH,Anemia,Phase 1
D0E1LB,Anemia,Phase 2
D0KV1I,Anemia,Phase 1
D0Q9WN,Anemia,Discontinued in Phase 1
D50OLM,Anemia,Phase 2
D02CAF,Anemia,Phase 2
D0V4YW,Anemia,Phase 1
DAOT46,Anemia,Phase 1
D01ADL,Anemia,Phase 2/3
D06UPS,Anemia,Discontinued in Phase 2
D07NJN,Anemia,Approved
D0E6VR,Anemia,Phase 1
D00HNK,Anemia,Terminated
D0E9BF,Anemia,Phase 2
D0H4CB,Anemia,Phase 2/3
D01SPD,Anemia,Phase 2
D01ESC,Anemia,Investigative
D02LVZ,Anemia,Approved
D04YHG,Anemia,Phase 3
D06QIW,Anemia,Investigative
D07PBZ,Anemia,Approved
D0C7KB,Anemia,Investigative
D0DV3T,Anemia,Phase 3
D0G5JW,Anemia,Investigative
D0J0GJ,Anemia,Investigative
D0L6PZ,Anemia,Investigative
D0O6TD,Anemia,Investigative
D0R3JO,Anemia,Investigative
D0S7KQ,Anemia,Phase 3
D0ZV6W,Anemia,Terminated
D05EEJ,Anemia,Discontinued in Phase 2
D07SQT,Anemia,Phase 1
D04JGA,Angina pectoris,Discontinued in Phase 1
D0O2SR,Angina pectoris,Approved
D0S6SU,Angina pectoris,Discontinued in Phase 2
D0IX7G,Angina pectoris,Terminated
D0S9QA,Angina pectoris,Approved
D06OQI,Angina pectoris,Discontinued in Phase 2
D0J7EH,Angina pectoris,Phase 2
D0D7XW,Angina pectoris,Discontinued in Phase 2
D0L7VL,Angina pectoris,Approved
D0D7XS,Angina pectoris,Investigative
D05CPV,Angina pectoris,Approved
D0NR3V,Angina pectoris,Terminated
D0ZM8B,Angina pectoris,Phase 2
D0AX4E,Angina pectoris,Terminated
D0OO6A,Angina pectoris,Discontinued in Preregistration
D0ER5F,Angina pectoris,Phase 3
D0G8UL,Angina pectoris,Phase 3
DZ0DT2,Angina pectoris,Phase 3
D0V1RX,Angina pectoris,Discontinued in Phase 3
D08OUU,Angina pectoris,Terminated
D00XWB,Angina pectoris,Phase 1
D0CY4V,Angina pectoris,Terminated
D00ICM,Angina pectoris,Terminated
D00KOV,Angina pectoris,Discontinued in Preregistration
D01MPE,Angina pectoris,Phase 2
D03SDH,Angina pectoris,Terminated
D06RBJ,Angina pectoris,Phase 3
D07NTN,Angina pectoris,Discontinued in Phase 1
D07SDE,Angina pectoris,Terminated
D0A8ZD,Angina pectoris,Discontinued in Phase 1
D0B3IC,Angina pectoris,Discontinued in Phase 2
D0BX1S,Angina pectoris,Terminated
D0DM5A,Angina pectoris,Terminated
D0F6GR,Angina pectoris,Terminated
D0HQ1W,Angina pectoris,Terminated
D0HQ3A,Angina pectoris,Discontinued in Phase 3
D0TX8Z,Angina pectoris,Discontinued in Phase 2
D00VAJ,Angina pectoris,Discontinued in Phase 3
D01QQM,Angina pectoris,Discontinued in Phase 3
D05MVA,Angina pectoris,Discontinued in Phase 2
D06LGC,Angina pectoris,Discontinued in Phase 2
D0N0BI,Angina pectoris,Discontinued in Phase 3
D0P3TX,Angina pectoris,Approved
D0V7PL,Angina pectoris,Phase 1
D08MJX,Angina pectoris,Terminated
D01KKB,Angina pectoris,Discontinued in Preregistration
D09SSC,Angina pectoris,Approved
D0O5YZ,Angina pectoris,Approved
D0Y0GG,Angina pectoris,Discontinued in Preregistration
D0TW1Q,Angina pectoris,Investigative
D07YDE,Angina pectoris,Approved
D0H3HB,Angina pectoris,Discontinued in Phase 1/2
D01ISE,Angina pectoris,Phase 2
D03LQQ,Angina pectoris,Discontinued in Phase 3
D05RZW,Angina pectoris,Phase 2
D08HFA,Angina pectoris,Discontinued in Phase 2
D08PIJ,Angina pectoris,Discontinued in Phase 2
D08WCU,Angina pectoris,Discontinued in Phase 2
D09BWC,Angina pectoris,Terminated
D0N0KR,Angina pectoris,Discontinued in Phase 1
D0U5GI,Angina pectoris,Terminated
D06IZM,Angina pectoris,Approved
D0I1SK,Angina pectoris,Approved
D0O2AG,Angina pectoris,Phase 2
D00SBN,Angina pectoris,Approved
D0H5PG,Angina pectoris,Discontinued in Phase 1
D0WH9U,Angina pectoris,Phase 2
D0YP0C,Angina pectoris,Phase 1
D06LFV,Angina pectoris,Phase 3
D0G5DK,Angina pectoris,Preclinical
D0C8PI,Angina pectoris,Phase 3
D0N8QQ,Angina pectoris,Discontinued in Phase 2
D04OSE,Angina pectoris,Approved
D0D4OS,Angina pectoris,Phase 3
D0E2MJ,Angina pectoris,Discontinued in Phase 3
D0JH6W,Angina pectoris,Discontinued in Phase 2
D0K8FI,Angina pectoris,Phase 2
D06TKE,Angina pectoris,Phase 2
D00YQI,Angiosarcoma,Phase 3
D0FT4R,Anterior uveitis,Application submitted
D02JYA,Anthrax,Approved
D09VOS,Anthrax,Approved
D23FRK,Anthrax,Preclinical
DNE73Q,Anthrax,Preclinical
DX1U8I,Anthrax,Preclinical
D0Y4AW,Anxiety disorder,Approved
D0P4BQ,Anxiety disorder,Discontinued in Phase 3
D0U5CS,Anxiety disorder,Discontinued in Phase 2
D00UEG,Anxiety disorder,Terminated
D00UPU,Anxiety disorder,Investigative
D0K2RY,Anxiety disorder,Phase 2
D0X4AV,Anxiety disorder,Discontinued in Phase 2
D0XJ0S,Anxiety disorder,Discontinued in Phase 2
D0Z1RQ,Anxiety disorder,Discontinued in Phase 2
D0K4PN,Anxiety disorder,Terminated
D0Q1ER,Anxiety disorder,Terminated
D05EVI,Anxiety disorder,Discontinued in Phase 1
D0U0YR,Anxiety disorder,Preclinical
D07NWC,Anxiety disorder,Terminated
D02GPG,Anxiety disorder,Phase 2
D0NH1E,Anxiety disorder,Investigative
D01NDF,Anxiety disorder,Phase 2
D06ZVC,Anxiety disorder,Discontinued in Phase 1
D0J7EP,Anxiety disorder,Discontinued in Phase 2
D01EPO,Anxiety disorder,Investigative
D09XLS,Anxiety disorder,Discontinued in Phase 1
D0R0EF,Anxiety disorder,Phase 2
D03ZGV,Anxiety disorder,Terminated
D0A8QM,Anxiety disorder,Phase 2
D0M5JI,Anxiety disorder,Approved
D00EFD,Anxiety disorder,Investigative
D01EDS,Anxiety disorder,Discontinued in Phase 2
D02HKL,Anxiety disorder,Discontinued in Preregistration
D02KBD,Anxiety disorder,Approved
D02VOJ,Anxiety disorder,Preclinical
D02XYB,Anxiety disorder,Phase 2
D05RWL,Anxiety disorder,Phase 1
D07OMK,Anxiety disorder,Discontinued in Phase 2
D0AM1S,Anxiety disorder,Discontinued in Phase 1
D0C9JL,Anxiety disorder,Discontinued in Phase 3
D0II9K,Anxiety disorder,Terminated
D0MT9G,Anxiety disorder,Discontinued in Phase 1
D0N8DP,Anxiety disorder,Approved
D0O0PY,Anxiety disorder,Phase 2/3
D0P6YO,Anxiety disorder,Terminated
D0S9KM,Anxiety disorder,Discontinued in Phase 2
D0S9MC,Anxiety disorder,Approved
D0SD3Q,Anxiety disorder,Investigative
D0Z7AN,Anxiety disorder,Terminated
D0ZE9C,Anxiety disorder,Discontinued in Phase 3
D0ED7U,Anxiety disorder,Phase 2
D0K8NW,Anxiety disorder,Discontinued in Phase 3
D05KHN,Anxiety disorder,Terminated
D05MFO,Anxiety disorder,Discontinued in Phase 3
D0B4JL,Anxiety disorder,Discontinued in Phase 2
D0E6UA,Anxiety disorder,Discontinued in Phase 3
D0T6QX,Anxiety disorder,Approved
D0I7EX,Anxiety disorder,Terminated
D06VMV,Anxiety disorder,Investigative
D07KYZ,Anxiety disorder,Investigative
D00PYP,Anxiety disorder,Terminated
D03KTU,Anxiety disorder,Investigative
D05IIN,Anxiety disorder,Phase 2
D08UYM,Anxiety disorder,Phase 2
D0G0GI,Anxiety disorder,Terminated
D0J1FB,Anxiety disorder,Phase 1
D0M5DH,Anxiety disorder,Preclinical
D0ZM5O,Anxiety disorder,Phase 2/3
D0T8HU,Anxiety disorder,Terminated
D09RNP,Anxiety disorder,Discontinued in Phase 2
D0P1YE,Anxiety disorder,Phase 2
D05BQK,Anxiety disorder,Approved
D08UMH,Anxiety disorder,Approved
D02YWV,Anxiety disorder,Terminated
D05WJQ,Anxiety disorder,Discontinued in Phase 3
D0E9EE,Anxiety disorder,Discontinued in Phase 1
D0SE9S,Anxiety disorder,Investigative
D01NAM,Anxiety disorder,Discontinued in Phase 2
D06DFU,Anxiety disorder,Preclinical
D0E3FD,Anxiety disorder,Approved
D0HO2T,Anxiety disorder,Phase 2
D04DQZ,Anxiety disorder,Phase 2
D0RC0J,Anxiety disorder,Phase 2
D0SY9B,Anxiety disorder,Phase 2
D0M2WZ,Anxiety disorder,Phase 2
D0Z9HW,Anxiety disorder,Discontinued in Phase 1
D0TS8E,Anxiety disorder,Discontinued in Phase 2
D0L1DP,Anxiety disorder,Discontinued in Phase 2
D01XOD,Anxiety disorder,Approved
D03YXI,Anxiety disorder,Phase 2
D08BCU,Anxiety disorder,Terminated
D0P6CN,Anxiety disorder,Terminated
D0U0TD,Anxiety disorder,Discontinued in Phase 1
D0U2DA,Anxiety disorder,Phase 2
D02KAF,Anxiety disorder,Terminated
D0IJ5I,Anxiety disorder,Terminated
D00ZEG,Anxiety disorder,Phase 1
D0K1DC,Anxiety disorder,Discontinued in Phase 2
D0O8DI,Anxiety disorder,Approved
D01HGI,Anxiety disorder,Investigative
D02UOE,Anxiety disorder,Terminated
D05UXF,Anxiety disorder,Discontinued in Phase 2
D06BEP,Anxiety disorder,Approved
D06FWC,Anxiety disorder,Approved
D09LDR,Anxiety disorder,Approved
D0B3LP,Anxiety disorder,Discontinued in Phase 3
D0CS6N,Anxiety disorder,Investigative
D0E0OG,Anxiety disorder,Approved
D0E7FS,Anxiety disorder,Approved
D0G3AQ,Anxiety disorder,Approved
D0K5IQ,Anxiety disorder,Terminated
D0L2NV,Anxiety disorder,Investigative
D0L9GG,Anxiety disorder,Approved
D0O0DF,Anxiety disorder,Discontinued in Phase 2
D0P3JU,Anxiety disorder,Approved
D0R4DP,Anxiety disorder,Approved
D0S1OE,Anxiety disorder,Approved
D0Y6LO,Anxiety disorder,Terminated
D0Z9VB,Anxiety disorder,Approved
D00EBH,Anxiety disorder,Discontinued in Phase 2
D0O6SX,Anxiety disorder,Approved
D00QOF,Anxiety disorder,Phase 2
D01QKR,Anxiety disorder,Discontinued in Phase 2
D01XAR,Anxiety disorder,Discontinued in Phase 2
D02FNU,Anxiety disorder,Terminated
D02VZP,Anxiety disorder,Discontinued in Phase 3
D04YJO,Anxiety disorder,Investigative
D05AAM,Anxiety disorder,Discontinued in Phase 1
D07RPB,Anxiety disorder,Terminated
D08JAP,Anxiety disorder,Discontinued in Phase 2
D0A6PL,Anxiety disorder,Terminated
D0B7SP,Anxiety disorder,Discontinued in Phase 2
D0BN4Y,Anxiety disorder,Discontinued in Phase 1
D0G5ZL,Anxiety disorder,Discontinued in Phase 1
D0O9EM,Anxiety disorder,Discontinued in Phase 1
D0OP8W,Anxiety disorder,Phase 2
D0P2QO,Anxiety disorder,Phase 2
D0Q2PF,Anxiety disorder,Terminated
D0RJ6R,Anxiety disorder,Terminated
D0S2WC,Anxiety disorder,Discontinued in Phase 1
D0T0BS,Anxiety disorder,Terminated
D0T6BA,Anxiety disorder,Phase 2
D0T8KF,Anxiety disorder,Discontinued in Phase 1
D0U2OO,Anxiety disorder,Approved
D0F4VW,Anxiety disorder,Phase 2
D8TO6D,Anxiety disorder,Phase 1
DNS58L,Anxiety disorder,Phase 1
D04DGE,Anxiety disorder,Discontinued in Phase 1
D0U5EY,Anxiety disorder,Terminated
D0G9AP,Anxiety disorder,Terminated
D0IZ1D,Anxiety disorder,Discontinued in Phase 2
D00IJQ,Anxiety disorder,Phase 3
D07QAA,Anxiety disorder,Discontinued in Phase 2
D0I8RY,Anxiety disorder,Terminated
D0S7VZ,Anxiety disorder,Discontinued in Phase 1
D0YT6Z,Anxiety disorder,Discontinued in Phase 1
D06OSM,Anxiety disorder,Approved
D0J6FE,Anxiety disorder,Phase 2
D0B1VQ,Anxiety disorder,Terminated
D0B2CQ,Anxiety disorder,Terminated
D0D8FN,Anxiety disorder,Phase 2
D0LP7W,Anxiety disorder,Investigative
D0P4WO,Anxiety disorder,Phase 2
D05GQH,Anxiety disorder,Investigative
D04PPK,Aortic valve stenosis,Phase 1
D07WLI,Appendicitis,Approved
D0WF7L,Arterial thrombosis,Phase 3
D0Z9LD,Arterial thrombosis,Terminated
D04GKP,Arthropathy,Phase 2
D01XLM,Ascariasis,Approved
DR0M3F,Ascites,Phase 1
D07TDT,Aspergillosis,Terminated
D07ABV,Aspergillosis,Approved
D00HFD,Asthma,Discontinued in Phase 2
D01DAD,Asthma,Discontinued in Phase 2
D01LXG,Asthma,Terminated
D04APY,Asthma,Terminated
D04WMR,Asthma,Phase 2
D06YOD,Asthma,Terminated
D08PXR,Asthma,Phase 3
D09JUG,Asthma,Approved
D09JYF,Asthma,Terminated
D0A7JH,Asthma,Phase 2
D0AL8T,Asthma,Phase 2/3
D0C5HV,Asthma,Terminated
D0C9RZ,Asthma,Terminated
D0D8MD,Asthma,Terminated
D0HJ1Y,Asthma,Terminated
D0K2ER,Asthma,Discontinued in Phase 2
D0K9UK,Asthma,Phase 2
D0L1IH,Asthma,Terminated
D0L4SL,Asthma,Phase 2
D0L5XG,Asthma,Phase 2
D0M0QX,Asthma,Discontinued in Phase 2
D0Q7UG,Asthma,Phase 2
D0R2MQ,Asthma,Investigative
D0U5EU,Asthma,Discontinued in Phase 2
D0U6AL,Asthma,Terminated
D0X9KE,Asthma,Terminated
D00KQN,Asthma,Phase 2
D0NO1L,Asthma,Phase 2
D02XMM,Asthma,Terminated
D00DBE,Asthma,Discontinued in Phase 2
D01QUF,Asthma,Terminated
D01XFZ,Asthma,Phase 2
D03ZVD,Asthma,Discontinued in Phase 2
D05YEL,Asthma,Investigative
D06VFP,Asthma,Phase 3
D08SNX,Asthma,Discontinued in Phase 2
D0C7JT,Asthma,Discontinued in Phase 1
D0L8KJ,Asthma,Phase 2
D0RJ1W,Asthma,Phase 2
D0X0PW,Asthma,Phase 2
D05QJT,Asthma,Phase 2
D04EIL,Asthma,Preclinical
D09UXP,Asthma,Discontinued in Phase 1
D0Y6TI,Asthma,Preclinical
D01BEX,Asthma,Investigative
D07FUP,Asthma,Phase 3
D09MKQ,Asthma,Discontinued in Phase 1
D0BW3P,Asthma,Phase 2a
D0O5KH,Asthma,Phase 2
D0O9UN,Asthma,Phase 3
DF7Y9S,Asthma,Phase 2
DZGI51,Asthma,Phase 2
D0O2EB,Asthma,Discontinued in Phase 1
D0D4VH,Asthma,Phase 1
D0F470,Asthma,Phase 1
D0N9AD,Asthma,Phase 2
D00ERV,Asthma,Phase 2
D04LBJ,Asthma,Investigative
D03HSN,Asthma,Phase 3
D00XBC,Asthma,Phase 1
D0E2QN,Asthma,Preclinical
D0XH2N,Asthma,Investigative
D5SDZ0,Asthma,Phase 2
D0W8OH,Asthma,Terminated
D00NVO,Asthma,Phase 2
D01UAU,Asthma,Phase 2
D2KTG5,Asthma,Phase 2
DX72LV,Asthma,Phase 1
DZ2RH6,Asthma,Phase 1
D04ZSZ,Asthma,Investigative
D0NQ0V,Asthma,Phase 2
D09YDO,Asthma,Phase 3
D0N2FI,Asthma,Discontinued in Phase 2
D0L3XV,Asthma,Discontinued in Phase 1
D0N4EO,Asthma,Phase 3
D04MYO,Asthma,Discontinued in Phase 1
D0D0LD,Asthma,Investigative
D02AWQ,Asthma,Phase 1
D02ZWR,Asthma,Preclinical
D09CEJ,Asthma,Phase 2
D0B6WN,Asthma,Terminated
D0R8RO,Asthma,Phase 1
D08FZT,Asthma,Discontinued in Phase 2
D02INZ,Asthma,Terminated
D0L7ZX,Asthma,Terminated
D0N9WB,Asthma,Discontinued in Phase 2
D0W7DD,Asthma,Terminated
D0E1WY,Asthma,Terminated
D00MEV,Asthma,Terminated
D05ZDJ,Asthma,Phase 2
D06NSS,Asthma,Approved
D03YAS,Asthma,Phase 2
D03QLG,Asthma,Phase 2/3
D0PG5G,Asthma,Phase 3
D04MWJ,Asthma,Approved
D02ECG,Asthma,Phase 1/2
D0DT2P,Asthma,Discontinued in Phase 2
DFTV08,Asthma,Phase 2
D0K8NR,Asthma,Discontinued in Phase 2
D05CEO,Asthma,Phase 2
DFU4B0,Asthma,Discontinued in Phase 1
D02TUL,Asthma,Phase 2
D03WMY,Asthma,Terminated
D0H5PD,Asthma,Terminated
D07GDR,Asthma,Phase 1
D8U1EX,Asthma,Phase 2
D02DTQ,Asthma,Phase 1
D09HUF,Asthma,Investigative
D05QMJ,Asthma,Discontinued in Phase 1
D03ING,Asthma,Phase 2
D0I1ZY,Asthma,Phase 1/2
D9TW0X,Asthma,Phase 1
D00AKY,Asthma,Discontinued in Phase 2
D00MHP,Asthma,Phase 2
D00WWU,Asthma,Discontinued in Phase 1
D02ANJ,Asthma,Discontinued in Phase 1
D08ZKJ,Asthma,Phase 2
D0C7LA,Asthma,Investigative
D0GB3A,Asthma,Discontinued in Phase 1
D0J7UI,Asthma,Terminated
D0S2UR,Asthma,Phase 2
D02CCA,Asthma,Investigative
D01VSK,Asthma,Discontinued in Phase 1
D0Y2IH,Asthma,Terminated
D0P5LX,Asthma,Investigative
D07FHZ,Asthma,Terminated
D08YFD,Asthma,Discontinued in Phase 1
D0MF3C,Asthma,Discontinued in Phase 2
D02ADC,Asthma,Phase 1
D0J4WW,Asthma,Discontinued in Phase 1
D0J5UC,Asthma,Terminated
D0PB6P,Asthma,Terminated
D0V7IS,Asthma,Discontinued in Phase 2
D0H2MO,Asthma,Approved
D0G4GA,Asthma,Phase 2
D06GUA,Asthma,Phase 2
D0W3AX,Asthma,Discontinued in Phase 1
D01LSB,Asthma,Phase 2
D0JQ4S,Asthma,Phase 1
D0K2HU,Asthma,Phase 1
D0O5CV,Asthma,Phase 1
D09IGR,Asthma,Phase 2
D01NUG,Asthma,Discontinued in Phase 2
D0M8VL,Asthma,Phase 2
D0Y7IU,Asthma,Approved
D0Y7JU,Asthma,Approved
D0N3WN,Asthma,Phase 1
D05UGH,Asthma,Phase 2
D07TAS,Asthma,Phase 1
D09ZPX,Asthma,Discontinued in Phase 1
D02FCQ,Asthma,Approved
D02RPP,Asthma,Phase 2
D04PAU,Asthma,Phase 2
D05MCS,Asthma,Discontinued in Phase 2
D07ATG,Asthma,Discontinued in Phase 2
D0S6VB,Asthma,Discontinued in Phase 3
D0Q9IY,Asthma,Phase 2
D02FIJ,Asthma,Discontinued in Phase 2
D07PLK,Asthma,Terminated
D0KD4U,Asthma,Terminated
D0T4IQ,Asthma,Terminated
D0T6MU,Asthma,Terminated
D0UT3F,Asthma,Discontinued in Phase 2
D0Y4GJ,Asthma,Discontinued in Phase 1/2
D0E8SE,Asthma,Terminated
D0R4UW,Asthma,Approved
D04LWT,Asthma,Phase 1
D0PQ8T,Asthma,Phase 1
D03INQ,Asthma,Phase 1
D03NOS,Asthma,Approved
D06RUL,Asthma,Withdrawn from market
D0G6RK,Asthma,Investigative
D0V4FK,Asthma,Terminated
D0X5ES,Asthma,Discontinued in Phase 1/2
D02KMG,Asthma,Discontinued in Phase 2
D02UFG,Asthma,Approved
D02ZJI,Asthma,Approved
D03DJL,Asthma,Phase 4
D04KJO,Asthma,Approved
D04XEG,Asthma,Approved
D07XYV,Asthma,Approved
D08HDD,Asthma,Terminated
D08HUC,Asthma,Approved
D0D1DI,Asthma,Phase 4
D0FG6M,Asthma,Approved
D0GP4R,Asthma,Discontinued in Phase 2
D0L6LD,Asthma,Phase 2
D0M8RC,Asthma,Approved
D0OR2S,Asthma,Discontinued in Phase 3
D0SS4P,Asthma,Approved
D0YL3E,Asthma,Discontinued in Phase 2
D0Z1WA,Asthma,Approved
D04RCG,Asthma,Terminated
D0AA6Z,Asthma,Investigative
D0J3QU,Asthma,Terminated
D7EJI9,Asthma,Phase 1
DN2OL8,Asthma,Phase 2
D02JXG,Asthma,Phase 2
D0E6SX,Asthma,Phase 2
D04JJE,Asthma,Terminated
D09LQP,Asthma,Terminated
D0KV4Z,Asthma,Discontinued in Phase 2
D0N0PU,Asthma,Discontinued in Phase 2
D0NK8D,Asthma,Terminated
D0OP7B,Asthma,Terminated
D0U9JL,Asthma,Discontinued in Phase 2
D01NGT,Asthma,Discontinued in Phase 1
D0Q0GY,Asthma,Investigative
D0RL4X,Asthma,Phase 2
D0SP5V,Asthma,Phase 3
D0U1HN,Asthma,Phase 1
D0YB2Y,Asthma,Phase 2
DH7F9S,Asthma,Phase 3
DKP0T7,Asthma,Phase 2
D09AMZ,Asthma,Approved
D0U7PS,Asthma,Discontinued in Phase 2
D08DBE,Asthma,Discontinued in Phase 2
D0Y2XQ,Asthma,Discontinued in Phase 1
D7CI9P,Asthma,Phase 1
D0V4DX,Asthma,Phase 2
D63WFO,Asthma,Phase 1
D17DXO,Asthma,Phase 1
D8JN6C,Asthma,Phase 1
DBAL18,Asthma,Phase 2
DCSZ97,Asthma,Phase 2
D01ODC,Asthma,Investigative
D0VZ9S,Asthma,Phase 2
D05EYG,Asthma,Terminated
D09BVL,Asthma,Terminated
D0FI5C,Asthma,Phase 2
D0LG8E,Asthma,Approved
DDE6F1,Asthma,Phase 1
DQ62LM,Asthma,Phase 2
D0B7ND,Asthma,Terminated
D0Q7WW,Asthma,Terminated
D0R7UK,Asthma,Terminated
D0U8IJ,Asthma,Discontinued in Phase 1
D07DVK,Asthma,Approved
D06XDI,Asthma,Phase 3
D0N4ZX,Asthma,Phase 2
D0R0FU,Asthma,Investigative
D09LPV,Asthma,Phase 2
D0H6CA,Asthma,Discontinued in Phase 3
D00QET,Asthma,Approved
D00YOW,Asthma,Terminated
D04HHW,Asthma,Discontinued in Phase 2
D05BHF,Asthma,Phase 2
D05DVP,Asthma,Approved
D06PEB,Asthma,Approved
D07JKY,Asthma,Phase 2
D08QIP,Asthma,Approved
D09DIG,Asthma,Discontinued in Phase 3
D09ZVR,Asthma,Terminated
D0AB7G,Asthma,Terminated
D0B6EU,Asthma,Discontinued in Phase 2
D0B7KF,Asthma,Discontinued in Phase 1
D0D0XX,Asthma,Terminated
D0F4IG,Asthma,Discontinued in Phase 2
D0G8UG,Asthma,Discontinued in Phase 2
D0GY0O,Asthma,Phase 2
D0J4EG,Asthma,Terminated
D0OG6N,Asthma,Phase 2
D0PL5F,Asthma,Terminated
D0S8YL,Asthma,Terminated
D0X9LK,Asthma,Phase 2
D0ZE5V,Asthma,Terminated
D0X8QO,Asthma,Phase 2
D3Q0FU,Asthma,Phase 1
D02AUB,Asthma,Phase 2
D01EDO,Asthma,Discontinued in Phase 1
D09UGP,Asthma,Discontinued in Phase 2
D0W8CW,Asthma,Phase 3
D09RGW,Asthma,Discontinued in Phase 2
D0O8SB,Asthma,Phase 1
D07JSK,Asthma,Terminated
D0E8JL,Asthma,Terminated
D0J5QW,Asthma,Terminated
D02YBP,Asthma,Discontinued in Phase 2
D03DRR,Asthma,Phase 2
D0FQ4M,Asthma,Terminated
D0VZ8S,Asthma,Terminated
D08NYZ,Asthma,Phase 2
D0F6JI,Asthma,Discontinued in Phase 2
D09QRO,Asthma,Terminated
D0K4UW,Asthma,Discontinued in Phase 2
D02PIO,Asthma,Approved
D03MTN,Asthma,Phase 2/3
D0O8KX,Asthma,Phase 2
DP8AS7,Asthma,Phase 3
DS9J7L,Asthma,Phase 3
D0A5HC,Asthma,Phase 2
D04CWS,Asthma,Phase 2
D0D4IH,Asthma,Approved
D00EGN,Asthma,Phase 2
D01KNY,Asthma,Phase 2
D0O6KE,Asthma,Approved
D0P1YO,Asthma,Terminated
D00MAN,Asthma,Phase 1
D0B5LF,Asthma,Terminated
D07RVP,Asthma,Discontinued in Phase 1
D00CTZ,Asthma,Phase 2
D94LRF,Asthma,Phase 1
DU6O4B,Asthma,Phase 2
DX8M3T,Asthma,IND submitted
DYC40H,Asthma,Phase 1
D04YJN,Asthma,Phase 2
D01QYQ,Asthma,Investigative
D08ECB,Asthma,Preclinical
D0G4CF,Asthma,Phase 1
D05CEK,Asthma,Terminated
D05YUK,Asthma,Discontinued in Phase 3
D0D4ZM,Asthma,Phase 3
D0G2RE,Asthma,Discontinued in Phase 3
D0R0EV,Asthma,Discontinued in Phase 2
D0K7HU,Asthma,Approved
D0QH0B,Asthma,Discontinued in Phase 2
D03TYI,Asthma,Phase 2
D01SPI,Asthma,Discontinued in Phase 2
D05VLN,Asthma,Terminated
D0X1EX,Asthma,Discontinued in Phase 2
D07HBI,Asthma,Discontinued in Phase 2
D02GEC,Asthma,Approved
D0Q5LF,Asthma,Phase 2
D00LWS,Asthma,Discontinued in Phase 3
D0X8DU,Asthma,Discontinued in Preregistration
D0FI1L,Ataxic disorder,Phase 1/2
D01EXY,Atrophy,Preclinical
D05XEA,Attention deficit hyperactivity disorder,Phase 1
D06FKC,Attention deficit hyperactivity disorder,Phase 3
D0WD8M,Attention deficit hyperactivity disorder,Approved
D0MY3C,Attention deficit hyperactivity disorder,Phase 2
D09BCJ,Attention deficit hyperactivity disorder,Patented
D0F4NB,Attention deficit hyperactivity disorder,Patented
D0N2KU,Attention deficit hyperactivity disorder,Investigative
D01BAU,Attention deficit hyperactivity disorder,Phase 2
D01UTL,Attention deficit hyperactivity disorder,Approved
D04CRN,Attention deficit hyperactivity disorder,Approved
D07QXU,Attention deficit hyperactivity disorder,Discontinued in Phase 2
D0B2OC,Attention deficit hyperactivity disorder,Discontinued in Phase 2
D0W6KM,Attention deficit hyperactivity disorder,Approved
DC2DO5,Attention deficit hyperactivity disorder,Phase 2
DRL5Y7,Attention deficit hyperactivity disorder,Phase 4
D0P6UB,Attention deficit hyperactivity disorder,Approved
D07ILQ,Attention deficit hyperactivity disorder,Approved
D0Z0LJ,Attention deficit hyperactivity disorder,Discontinued in Phase 1
DSIW85,Attention deficit hyperactivity disorder,Phase 2
D0R6JV,Attention deficit hyperactivity disorder,Phase 2
D00JSG,Attention deficit hyperactivity disorder,Terminated
D02PPN,Attention deficit hyperactivity disorder,Approved
D02QCD,Attention deficit hyperactivity disorder,Approved
D0A8XY,Attention deficit hyperactivity disorder,Approved
D0W6WD,Attention deficit hyperactivity disorder,Discontinued in Phase 1
D0Q9HM,Attention deficit hyperactivity disorder,Phase 3
D05RSC,Attention deficit hyperactivity disorder,Phase 2
D0L1DP,Attention deficit hyperactivity disorder,Discontinued in Phase 2
